編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPXNMLKKMHKFFAP09DA,20,99.89,住家用,鋼筋混凝土造,84年3月1日,007,四層
RPQNMLNKMHKFFFP09CA,19,129.99,住家用,加強磚造,85年7月20日,003,一層 二層 三層
RPRNMLTJMHKFFAP56CA,22,90.40,住家用,鋼筋混凝土造,81年11月1日,006,二層
RPRNMLTJMHKFFAP56CA,22,11.84,共同部份,鋼筋混凝土造,81年11月1日,006
RPRNMLLJMHKFFAP38CA,21,138.27,住家用,鋼筋混凝土造,83年2月28日,003,一層 二層 三層 電梯樓梯間
RPQNMLKMLHKFFCP58CA,13,1537.88,見其他登記事項,見其他登記事項,90年9月26日,001,見其他登記事項
RPROMLLMLHKFFCP88CA,4,197.72,住家用,鋼筋混凝土造,99年12月10日,003,一層 二層 三層 電梯樓梯間
RPPNMLLMLHKFFBP48CA,35,119.90,住商用,加強磚造,69年4月20日,002,一層 二層 騎樓 電梯樓梯間
RPUNMLKMLHKFFAP78CA,1,56.52,住家用,鋼筋混凝土造,103年9月4日,004,三層
RPUNMLKMLHKFFAP78CA,1,16.58,見其他登記事項,鋼筋混凝土造,103年9月4日,004
RPWNMLLMLHKFFAP09CA,29,306.60,住家用,鋼筋混凝土造,74年12月30日,007,二層
RPWNMLLMLHKFFAP09CA,29,52.07,商業用,鋼筋混凝土造,74年12月30日,007,一層 騎樓
RPWNMLLMLHKFFAP09CA,29,84.44,商業用,鋼筋混凝土造,74年12月30日,7,一層 二層 三層 四層 五層 六層 七層 電梯樓梯間 地下層
RPSOMLLMLHKFFAP78CA,26,111.11,住商用,加強磚造,77年11月20日,002,一層 二層 騎樓 電梯樓梯間
RPVNMLTLLHKFFAP07CA,1,66.42,住家用,鋼筋混凝土造,103年9月4日,004,四層
RPVNMLTLLHKFFAP07CA,1,14.52,見其他登記事項,鋼筋混凝土造,103年9月4日,004
RPRNMLLJMHKFFCP68DA,,172.95,住家用,鋼筋混凝土造,103年12月27日,003,一層 二層 三層
RPSNMLLMLHKFFBP98EA,23,4.99,見其他登記事項,鋼筋混凝土造,80年12月30日,007,地下層
RPSNMLLMLHKFFBP98EA,23,16.06,共有部份,鋼筋混凝土造,80年12月30日,007
RPSNMLLMLHKFFBP98EA,23,94.18,住家用,鋼筋混凝土造,80年12月30日,007,四層
RPVNMLLLMHKFFAP09DA,23,118.66,住家用,鋼筋混凝土造,80年10月15日,002,一層 二層 騎樓 電梯樓梯間
RPPNMLLJMHKFFAP18CA,8,236.30,住商用,鋼筋混凝土造,96年1月5日,004,一層 二層 三層 四層
RPPNMLLMLHKFFCP58CA,1,259.00,見其他登記事項,鋼筋混凝土造,103年8月27日,003,一層 二層 三層 見其他登記事項
RPSNMLLJMHKFFAP48CA,21,174.89,住家用,鋼筋混凝土造,82年12月5日,003,一層 二層 三層 騎樓 電梯樓梯間
RPXNMLLJMHKFFAP98CA,41,100.02,住家用,見其他登記事項,63年3月1日,001,一層
RPTPMLNLMHKFFAP56CA,34,105.64,住家用,磚造,70年3月27日,002,一層 二層 電梯樓梯間
RPVNMLQKMHKFFDP07CA,1,192.16,見其他登記事項,鋼筋混凝土造,102年10月14日,003,一層 二層 三層 電梯樓梯間
RPWNMLQKMHKFFDP17CA,21,173.57,住商用,鋼筋混凝土造,83年6月29日,003,一層 二層 三層 騎樓 電梯樓梯間
RPTNMLMLMHKFFDP56CA,24,158.59,住家用,鋼筋混凝土造,80年7月20日,002,一層 二層 電梯樓梯間
RPTNMLOLMHKFFDP76CA,7,256.15,見其他登記事項,鋼筋混凝土造,96年9月27日,004,一層 二層 三層 四層 騎樓
RPRNMLSJMHKFFDP76CA,44,76.12,住家用,磚造,60年6月10日,001,一層
RPQOMLOLMHKFFAP88CA,35,135.18,住商用,鋼筋混凝土造,68年12月30日,003,一層 二層 三層 騎樓 電梯樓梯間 地下層
RPRNMLSLMHKFFAP66CA,21,67.26,住家用,鋼筋混凝土造,83年1月5日,011,九層
RPRNMLSLMHKFFAP66CA,21,8.37,共同部份,鋼筋混凝土造,83年1月5日,011
RPRNMLSLMHKFFAP66CA,21,7.61,共同部份,鋼筋混凝土造,83年1月5日,011
RPRNMLSLMHKFFAP66CA,21,8.86,停車空間,鋼筋混凝土造,83年1月5日,011,地下層
RPSPMLNLMHKFFAP09CA,20,34.80,住家用,鋼筋混凝土造,83年9月18日,014,十一層
RPSPMLNLMHKFFAP09CA,20,13.68,共同部份,鋼筋混凝土造,83年9月18日,014
RPXNMLLLMHKFFAP56CA,35,95.17,住家用,加強磚造,69年6月30日,002,一層 二層 電梯樓梯間
RPTNMLMJMHKFFAP68CA,19,459.92,農舍,鋼筋混凝土造,84年12月17日,003,一層 二層 三層 騎樓
RPUNMLNJMHKFFAP88CA,1,174.52,住家用,鋼筋混凝土造,103年8月20日,003,一層 二層 三層 電梯樓梯間
RPQNMLQJMHKFFAP78CA,1,54.64,住家用,鋼筋混凝土造,103年9月4日,004,三層
RPQNMLQJMHKFFAP78CA,1,16.58,見其他登記事項,鋼筋混凝土造,103年9月4日,004
RPRNMLQKMHKFFBP09CA,13,98.62,住商用,鋼筋混凝土造,90年11月12日,003,一層 二層 騎樓 三層 電梯樓梯間
RPRNMLQKMHKFFBP09CA,13,98.62,住商用,鋼筋混凝土造,90年11月12日,003,二層 三層 一層 電梯樓梯間 騎樓
RPUNMLPJNHKFFAP66DA,20,17.27,住家用,鋼筋混凝土造,84年9月3日,009,七層
RPUNMLPJNHKFFAP66DA,20,4.48,共同部份,鋼筋混凝土造,84年9月3日,009
RPUNMLPJNHKFFAP66DA,20,3.96,共同部份,鋼筋混凝土造,84年9月3日,009
RPQOMLLMLHKFFCP88DA,19,87.33,住家用,鋼筋混凝土造,84年12月20日,008,四層
RPQOMLLMLHKFFCP88DA,19,18.63,共有部份,鋼筋混凝土造,84年12月20日,008
RPQOMLLMLHKFFCP88DA,19,.65,共有部份,鋼筋混凝土造,84年12月20日,
RPQOMLLMLHKFFCP88DA,19,9.77,共有部份,鋼筋混凝土造,84年12月20日,
RPQNMLLJMHKFFCP58DA,38,135.52,住商用,加強磚造,66年1月31日,002,一層 二層 騎樓
RPPNMLQJMHKFFEP56DA,,182.22,住家用,見其他登記事項,103年10月20日,003,一層 二層 三層 屋頂突出物
RPQNMLQJMHKFFEP66DA,,211.14,住家用,見其他登記事項,103年10月20日,003,一層 二層 三層 屋頂突出物
RPRNMLQJMHKFFEP76DA,,211.78,住家用,見其他登記事項,103年10月20日,003,一層 二層 三層 屋頂突出物
