編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSNMLSJMHKFFAT07DA,15,86.41,國民住宅,鋼筋混凝土造,89年3月31日,011,十一層
RPSNMLSJMHKFFAT07DA,15,57.91,見其他登記事項,鋼筋混凝土造,89年3月31日,011
RPUNMLSJMHKFFCT37CA,10,205.34,住商用,鋼筋混凝土造,94年2月22日,004,一層 二層 三層 四層 騎樓
RPQNMLNJMHKFFCT09CA,18,171.50,農舍,加強磚造,85年8月8日,001,一層
RPUNMLOLMHKFFCT17CA,1,216.36,住家用,見其他登記事項,103年7月28日,003,一層 二層 三層
RPTOMLPKMHKFFAT96CA,1,270.58,住家用,鋼筋混凝土造,103年7月8日,003,一層 二層 三層 屋頂突出物
RPVOMLPKMHKFFAT17CA,1,268.02,住家用,鋼筋混凝土造,103年7月8日,003,一層 二層 三層 屋頂突出物
RPWNMLTJMHKFFAT47CA,21,94.33,見其他登記事項,鋼筋混凝土造,82年11月30日,012,七層
RPWNMLTJMHKFFAT47CA,21,27.30,共用部分,鋼筋混凝土造,82年11月30日,012
RPUNMLTJMHKFFAT27CA,22,169.01,住家用,鋼筋混凝土造,82年6月5日,004,一層 二層 三層 四層
RPQNMLLMLHKFFAT88CA,36,156.52,見其他登記事項,磚造,68年2月9日,002,一層 二層 騎樓
RPWNMLLJMHKFFAT66CA,18,176.26,住商用,鋼筋混凝土造,86年1月13日,013,一層 二層 三層 騎樓
RPWNMLLJMHKFFAT66CA,18,39.56,見其他登記事項,鋼筋混凝土造,86年1月13日,013
RPQNMLNJMHKFFAT88CA,39,104.98,住家用,加強磚造,65年3月1日,002,一層 二層 騎樓
RPPNMLQJMHKFFAT09CA,,209.14,住商用,鋼筋混凝土造,103年9月9日,003,一層 二層 三層 屋頂突出物 騎樓
RPUOMLLJMHKFFAT56CA,,167.64,見其他登記事項,鋼筋混凝土造,104年1月7日,003,一層 二層 三層 屋頂突出物
RPVOMLLJMHKFFAT66CA,,99.91,見其他登記事項,鋼筋混凝土造,104年1月7日,005,四層
RPVOMLLJMHKFFAT66CA,,75.03,見其他登記事項,鋼筋混凝土造,104年1月7日,005
RPQPMLLJMHKFFAT88CA,,102.36,見其他登記事項,鋼筋混凝土造,104年1月7日,005,四層
RPQPMLLJMHKFFAT88CA,,75.03,見其他登記事項,鋼筋混凝土造,104年1月7日,005
RPXNMLLJMHKFFAT76CA,24,190.99,住家用,鋼筋混凝土造,80年5月21日,004,一層 二層 三層 四層 夾層
RPUNMLLJMHKFFAT09CA,9,234.94,住家用,鋼筋混凝土造,95年1月23日,003,一層 二層 三層
RPVNMLLJMHKFFAT56CA,31,95.72,住家用,鋼筋混凝土造,73年5月26日,003,一層 二層 三層
RPPPMLOLMHKFFAT66CA,,223.43,住家用,鋼筋混凝土造,103年11月26日,004,一層 二層 三層 四層
RPQPMLOLMHKFFAT76CA,,288.96,住家用,鋼筋混凝土造,103年11月26日,004,一層 二層 三層 四層
RPSPMLOLMHKFFAT96CA,34,97.52,住商用,加強磚造,70年2月27日,002,一層 二層 騎樓
RPQOMLSLMHKFFCT27CA,52,154.40,住家用,見使用執照,51年12月15日,002,一層 二層 騎樓
RPUNMLRKMHKFFCT37CA,24,184.52,住商用,鋼筋混凝土造,79年11月20日,003,一層 二層 三層 騎樓
RPSNMLMKNHKFFCT76CA,32,84.00,住家用,加強磚造,71年10月28日,002,一層 二層
RPXNMLPKMHKFFCT47CA,25,189.82,見其他登記事項,鋼筋混凝土造,79年7月12日,003,一層 二層 三層 地下層
RPPNMLOJMHKFFCT09CA,22,90.58,住家用,加強磚造,81年10月20日,002,一層 二層
RPQNMLRLMHKFFBT96CA,34,107.60,住商用,加強磚造,70年2月2日,002,一層 二層 騎樓
RPVNMLMJMHKFFET17DA,21,23.75,住家用,鋼筋混凝土造,83年8月17日,007,四層
RPVNMLMJMHKFFET17DA,21,15.63,共用部分,鋼筋混凝土造,83年8月17日,007
RPQNMLLJMHKFFDT09DA,25,129.07,住商用,鋼筋混凝土造,79年6月6日,003,三層 騎樓 一層 二層
RPUNMLLJMHKFFBT66DA,,2173.53,見其他登記事項,見其他登記事項,103年11月19日,001,見其他登記事項
RPUNMLTJMHKFFET67CA,5,2976.43,見其他登記事項,鋼筋混凝土造,99年2月11日,005,五層 地下一層 一層 見其他登記事項 四層 三層 二層
RPUNMLTJMHKFFET67CA,9,16187.12,見其他登記事項,鋼筋混凝土造,94年11月25日,009,八層 九層 見其他登記事項 地下一層 一層 二層 三層 四層 五層 六層 七層
RPQOMLQKMHKFFDT07CA,1,227.69,住家用,鋼筋混凝土構造,103年7月1日,004,一層 二層 三層 四層
RPXNMLLJMHKFFDT07CA,5,242.79,見其他登記事項,鋼筋混凝土構造,99年6月11日,002,一層 二層
RPOOMLLJMHKFFDT88CA,,649.65,店舖、住宅,鋼筋混凝土構造,104年2月6日,005,一層 二層 三層 四層 五層
