"縣市","鄉鎮市區","交易標的","土地區段位置或建物區門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","lat","lon"
"臺北市","大安區","房地(土地+建物)","臺北市大安區新生南路三段15號",22.5,"住",NA,NA,10401,"土地2建物1車位0","一層，騎樓",6,"店面(店鋪)","住家用","鋼筋混凝土造",NA,63.49,1,2,1,"有","無",43600000,686722,"",0,0,25.025,121.53
"臺北市","北投區","房地(土地+建物)","臺北市北投區實踐街15號",35.5,"住",NA,NA,10403,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",601105,85.85,2,1,1,"有","無",7980000,92953,"",0,0,25.114,121.5
"臺北市","北投區","房地(土地+建物)+車位","臺北市北投區立農街二段202巷3弄15號",23.58,"住",NA,NA,10402,"土地1建物1車位1","三層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830426,82.89,2,1,1,"有","有",1.6e+07,193027,"升降機械",0,0,25.119,121.51
"臺北市","士林區","房地(土地+建物)","臺北市士林區德行東路109巷83弄15號",29.1,"住",NA,NA,10312,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670501,87.61,3,2,2,"有","無",1.7e+07,194042,"",0,0,25.11,121.52
"臺北市","信義區","土地","",46,"住",NA,NA,10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4880000,106087,"",0,0,NA,NA
"臺北市","信義區","房地(土地+建物)+車位","臺北市信義區市民大道六段315號",50.46,"商",NA,NA,10403,"土地2建物1車位3","十三層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031227,392.44,4,2,3,"有","有",87920000,285950,"坡道平面",114,8300000,25.049,121.57
"臺北市","信義區","房地(土地+建物)+車位","臺北市信義區市民大道六段315號",50.82,"商",NA,NA,10403,"土地2建物1車位2","十五層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031227,358.18,4,2,3,"有","有",84260000,282302,"坡道平面",76,4600000,25.049,121.57
"臺北市","松山區","房地(土地+建物)","臺北市松山區三民路113巷15號",14.62,"商",NA,NA,10402,"土地1建物1車位0","五層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",690521,111.71,3,1,1,"有","無",2.5e+07,223794,"",0,0,25.057,121.56
"臺北市","南港區","房地(土地+建物)","臺北市南港區玉成街190巷15號",7.67,"住",NA,NA,10403,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,26.52,3,2,2,"有","無",2421700,91316,"",0,0,25.043,121.58
"臺北市","信義區","房地(土地+建物)","臺北市信義區信義路六段135號",16.45,"住",NA,NA,10402,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,62.1,2,2,1,"有","無",12500000,201288,"",0,0,25.036,121.57
"臺北市","信義區","房地(土地+建物)","臺北市信義區基隆路二段15號",13.67,"商",NA,NA,10402,"土地2建物1車位0","十二層，門廳",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",741109,132.32,3,1,3,"有","有",2.7e+07,204051,"",0,0,25.032,121.55
"臺北市","南港區","房地(土地+建物)+車位","臺北市南港區研究院路二段98巷15號",35.69,"住",NA,NA,10403,"土地1建物1車位1","三層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020808,223.84,4,2,2,"有","有",32100000,159261,"坡道平面",35.47,2100000,25.044,121.61
"臺北市","中山區","建物","臺北市中山區天祥路60巷15號",0,"",NA,NA,10403,"土地0建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",641025,11.05,3,3,3,"有","無",2100000,190045,"",0,0,25.062,121.52
"臺北市","信義區","房地(土地+建物)","臺北市信義區光復南路465號",12.7,"商",NA,NA,10402,"土地2建物1車位0","八層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",760917,144.57,3,2,2,"有","有",38180000,264094,"",0,0,25.034,121.55
"臺北市","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段372巷27弄75號",24.03,"住",NA,NA,10402,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,113.87,3,2,2,"有","有",27500000,241503,"",0,0,25.04,121.57
"臺北市","信義區","房地(土地+建物)+車位","臺北市信義區基隆路二段165號",6.31,"商",NA,NA,10401,"土地2建物1車位1","三層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990901,93.46,1,1,1,"有","有",2.2e+07,235395,"坡道機械",0,0,25.025,121.55
"臺北市","信義區","房地(土地+建物)","臺北市信義區嘉興街315號",6.87,"住",NA,NA,10402,"土地3建物1車位0","七層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840216,65.14,2,1,1,"有","有",10200000,156586,"",0,0,25.023,121.55
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區中山北路二段59巷45號",5.19,"商",NA,NA,10402,"土地1建物1車位1","九層",16,"其他","住家用","鋼筋混凝土造",880928,62.67,2,2,1,"有","有",10600000,169140,"坡道機械",0,0,25.055,121.52
"臺北市","內湖區","土地","",302.5,"其他",NA,NA,10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5490000,18149,"",0,0,NA,NA
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新豐街45號",56.36,"住",NA,NA,10312,"土地1建物1車位1","十層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1021216,276.94,3,2,2,"有","有",5.5e+07,223607,"坡道平面",42.6,2600000,25.059,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區復興北路190巷15號",16.19,"住",NA,NA,10402,"土地1建物1車位0","十三層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",750609,84.7,2,2,1,"有","有",1.8e+07,212515,"",0,0,25.055,121.54
"臺北市","中山區","房地(土地+建物)","臺北市中山區林森北路107巷75號",7.53,"商",NA,NA,10312,"土地1建物1車位0","三層",7,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",751009,40.53,1,1,1,"有","有",6230000,153713,"",0,0,25.049,121.52
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區吉林路218巷15號",0.38,"住",NA,NA,10403,"土地1建物1車位1","一層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",980401,2.57,0,0,0,"無","有",1100000,426357,"塔式車位",0,275000,25.059,121.52
"臺北市","內湖區","土地","",57,"住",NA,NA,10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",20688000,362947,"",0,0,NA,NA
"臺北市","中山區","房地(土地+建物)","臺北市中山區新生北路一段105號",3.85,"商",NA,NA,10403,"土地1建物1車位0","十二層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",701222,31.24,1,1,1,"有","有",5600000,179257,"",0,0,25.049,121.52
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區長春路105號",31.68,"商",NA,NA,10403,"土地1建物1車位2","九層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030529,338.73,3,2,3,"有","有",7.8e+07,230272,"坡道平面",0,0,25.054,121.52
"臺北市","中山區","房地(土地+建物)","臺北市中山區松江路46巷15號",29.08,"住",NA,NA,10403,"土地1建物1車位0","一層",6,"華廈(10層含以下有電梯)","住商用","鋼筋混凝土造",701223,246.69,3,2,2,"有","無",40150000,162755,"",0,0,25.047,121.53
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區內湖路二段495號",9.94,"商",NA,NA,10403,"土地1建物1車位0","十層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840112,89.57,2,1,1,"有","有",1.9e+07,212125,"",0,0,25.084,121.59
"臺北市","中正區","房地(土地+建物)","臺北市中正區青島東路15號",24.57,"商",NA,NA,10402,"土地1建物1車位0","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",660826,140.21,3,2,2,"有","有",26931020,192076,"",0,0,25.043,121.52
"臺北市","中正區","房地(土地+建物)","臺北市中正區青島東路15號",25.43,"商",NA,NA,10402,"土地1建物1車位0","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",660826,130.09,0,0,1,"有","有",24987650,192080,"",0,0,25.043,121.52
"臺北市","萬華區","車位","臺北市萬華區萬大路90巷15號",0.11,"住",NA,NA,10403,"土地0建物0車位1","一層",10,"其他","住家用","鋼筋混凝土造",980525,46.16,0,0,0,"有","無",1900000,NA,"坡道平面",0.43,1900000,25.021,121.49
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區西昌街75號",147.5,"住",NA,NA,10312,"土地1建物3車位0","全",4,"透天厝","","加強磚造",NA,283.34,12,4,8,"有","無",21921352,77368,"",0,0,25.041,121.5
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區西寧南路15號",1.76,"商",NA,NA,10402,"土地1建物1車位0","五層",11,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",710621,15.13,1,0,1,"有","有",2600000,171844,"",0,0,25.048,121.5
"臺北市","大同區","房地(土地+建物)+車位","臺北市大同區延平北路二段75號",17.79,"其他",NA,NA,10312,"土地2建物1車位1","三層",11,"辦公商業大樓","見使用執照","鋼筋混凝土造",830609,200.85,1,2,1,"有","有",28160000,140204,"升降機械",7.53,0,25.055,121.51
"臺北市","中正區","房地(土地+建物)","臺北市中正區仁愛路二段15號",14.67,"商",NA,NA,10402,"土地2建物1車位0","三層",8,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",NA,112.73,2,2,2,"有","無",32980000,292557,"",0,0,25.038,121.52
"臺北市","萬華區","房地(土地+建物)+車位","臺北市萬華區西園路一段75號",12.38,"商",NA,NA,10401,"土地1建物1車位1","四層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961119,149.74,3,2,2,"有","有",22800000,152264,"坡道平面",3.47,0,25.039,121.49
"臺北市","中正區","房地(土地+建物)","臺北市中正區重慶南路三段165號",10.27,"住",NA,NA,10402,"土地1建物1車位0","十一層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",780720,105.98,2,2,2,"有","有",14200000,133988,"",0,0,25.023,121.51
"臺北市","文山區","房地(土地+建物)","臺北市文山區木柵路二段15號",7.5,"住",NA,NA,10311,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",580825,29.72,1,1,1,"有","無",2110000,70996,"",0,0,24.988,121.55
"臺北市","中正區","房地(土地+建物)","臺北市中正區羅斯福路一段45號",11.84,"商",NA,NA,10402,"土地1建物1車位0","二層",12,"住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造",770202,122.6,3,2,2,"有","無",29680000,242088,"",0,0,25.032,121.51
"臺北市","文山區","房地(土地+建物)","臺北市文山區萬盛街156巷15號",40.4,"住",NA,NA,10402,"土地2建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710607,124.86,4,2,2,"有","無",13150000,105318,"",0,0,25.007,121.53
"臺北市","文山區","房地(土地+建物)","臺北市文山區景華街105號",31.66,"住",NA,NA,10401,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690212,96.91,3,2,1,"有","無",13400000,138273,"",0,0,24.995,121.54
"臺北市","文山區","房地(土地+建物)","臺北市文山區新光路一段135號",20.3,"住",NA,NA,10403,"土地2建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720902,103.9,5,0,5,"有","無",1.3e+07,125120,"",0,0,24.991,121.57
"臺北市","文山區","房地(土地+建物)","臺北市文山區辛亥路五段73巷7弄15號",8.6,"住",NA,NA,10402,"土地3建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721223,104.5,3,2,2,"有","有",1.1e+07,105263,"",0,0,25,121.55
"臺北市","文山區","房地(土地+建物)","臺北市文山區萬和街15號",20.42,"商",NA,NA,10403,"土地1建物1車位0","十一層",13,"辦公商業大樓","見其他登記事項","鋼筋混凝土造",860419,105.18,3,1,1,"有","有",9880000,93934,"",0,0,25.002,121.56
"臺北市","中正區","房地(土地+建物)","臺北市中正區重慶南路三段105號",17.3,"住",NA,NA,10402,"土地2建物1車位0","一層，騎樓",5,"店面(店鋪)","見使用執照","鋼筋混凝土造",690806,91.85,0,0,0,"無","無",17300000,188351,"",0,0,25.024,121.51
"臺北市","文山區","房地(土地+建物)","臺北市文山區木柵路二段109巷100弄45號",13.37,"住",NA,NA,10401,"土地2建物1車位0","四層",17,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",850925,29.15,1,1,1,"有","有",3180000,109091,"",0,0,24.99,121.56
"臺北市","文山區","房地(土地+建物)","臺北市文山區和興路26巷15號",32,"住",NA,NA,10401,"土地1建物1車位0","三層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,93.83,3,2,1,"有","無",1.3e+07,138548,"",0,0,24.985,121.54
"臺北市","中正區","房地(土地+建物)","臺北市中正區中華路二段467巷10弄15號",27,"住",NA,NA,10402,"土地1建物1車位0","一層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",990714,73.28,5,2,1,"有","有",1.6e+07,218341,"",0,0,25.024,121.51
"臺北市","文山區","房地(土地+建物)","臺北市文山區興隆路二段96巷105號",28.97,"住",NA,NA,10401,"土地4建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721231,114.69,3,2,2,"有","無",10180000,88761,"",0,0,24.997,121.55
"臺北市","中正區","房地(土地+建物)+車位","臺北市中正區師大路195號",20.93,"住",NA,NA,10402,"土地3建物1車位1","四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1010824,159.4,4,2,2,"有","有",29550000,185394,"坡道機械",17.54,0,25.02,121.52
"臺北市","文山區","房地(土地+建物)","臺北市文山區興隆路二段203巷105號",19.69,"住",NA,NA,10403,"土地1建物1車位0","七層",11,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",860623,83.27,2,2,1,"有","有",12750000,153116,"",0,0,25.001,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區政大二街206巷15號",131.36,"住",NA,NA,10401,"土地1建物1車位1","全",4,"透天厝","住家用","鋼筋混凝土造",850607,264.58,5,2,3,"有","有",25500000,96379,"坡道平面",0,0,24.986,121.58
"臺北市","文山區","房地(土地+建物)","臺北市文山區興隆路二段153巷15號",41.86,"住",NA,NA,10402,"土地1建物1車位0","一層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,83.05,3,2,2,"有","無",11450000,137869,"",0,0,24.998,121.54
"臺北市","文山區","房地(土地+建物)","臺北市文山區福興路82巷1弄15號",30.77,"住",NA,NA,10403,"土地3建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720905,88.34,5,3,2,"有","無",9e+06,101879,"",0,0,25.006,121.55
"臺北市","中正區","房地(土地+建物)","臺北市中正區汀州路二段135號",10.96,"住",NA,NA,10402,"土地1建物1車位0","十層",10,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",961031,48.92,0,0,0,"無","有",11150000,227923,"",0,0,25.025,121.51
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區木柵路二段45號",13.38,"商",NA,NA,10403,"土地4建物1車位0","十層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",861104,86.15,2,1,1,"有","有",10450000,121300,"坡道平面",26.26,0,24.988,121.55
"臺北市","文山區","房地(土地+建物)","臺北市文山區景興路85巷15號",33.39,"住",NA,NA,10402,"土地2建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681107,146.05,4,2,2,"有","無",18800000,128723,"",0,0,24.996,121.54
"臺北市","文山區","土地","",19.07,"住",NA,NA,10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4620000,242265,"",0,0,NA,NA
"臺北市","文山區","房地(土地+建物)","臺北市文山區景興路195號",4.3,"商",NA,NA,10402,"土地1建物1車位0","十一層",18,"套房(1房1廳1衛)","住家用","鋼骨鋼筋混凝土造",831210,50.57,1,1,1,"有","有",7800000,154272,"",0,0,24.992,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",14.1,"商",NA,NA,10009,"土地1建物1車位1","五層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,131.9,2,1,1,"有","有",20400000,185610,"坡道平面",36,2600000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",14.64,"商",NA,NA,10009,"土地1建物1車位1","三層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,136.11,2,2,1,"有","有",20600000,186223,"坡道平面",36.22,2000000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",14.48,"商",NA,NA,10009,"土地1建物1車位1","三層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,135,2,2,1,"有","有",20300000,182352,"坡道平面",36.28,2300000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",27.29,"商",NA,NA,10009,"土地1建物1車位2","三層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,257.42,4,2,2,"有","有",39200000,184895,"坡道平面",72.44,5000000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",14.1,"商",NA,NA,10010,"土地1建物1車位1","四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,132.12,1,2,1,"有","有",2e+07,183544,"坡道平面",36.22,2400000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",40.26,"商",NA,NA,10009,"土地1建物1車位3","十三層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,381.1,4,2,3,"有","有",66308894,215852,"坡道平面",108.66,7500000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",40.31,"商",NA,NA,10009,"土地1建物1車位3","十層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,381.69,4,2,3,"有","有",63259529,204360,"坡道平面",108.84,7500000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",40.17,"商",NA,NA,10011,"土地1建物1車位3","十層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,380.31,4,2,3,"有","有",61241342,196656,"坡道平面",108.56,7800000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",14.62,"商",NA,NA,10008,"土地1建物1車位1","五層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,135.74,2,1,1,"有","有",21550000,190495,"坡道平面",36,2550000,24.999,121.54
"臺北市","文山區","房地(土地+建物)+車位","臺北市文山區興隆路二段75號",40.31,"商",NA,NA,10008,"土地1建物1車位3","八層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031121,381.51,4,2,2,"有","有",60988948,199696,"坡道平面",108.66,6500000,24.999,121.54
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區德昌街4巷15號",26.5,"住",NA,NA,10401,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",650128,71.1,2,2,1,"有","無",10600000,149086,"",0,0,25.025,121.49
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區國興路1巷15號",26.49,"住",NA,NA,10401,"土地1建物1車位0","十二層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",710702,99.89,2,1,1,"有","有",15500000,155171,"",0,0,25.023,121.5
"臺北市","大同區","車位","臺北市大同區歸綏街195號",0.15,"商",NA,NA,10403,"土地0建物0車位1","地下一層",10,"其他","見使用執照","鋼筋混凝土造",840905,37.85,0,0,0,"有","有",1200000,NA,"升降平面",0,1200000,25.058,121.51
"臺北市","大同區","房地(土地+建物)","臺北市大同區延平北路二段135號",5.84,"其他",NA,NA,10403,"土地4建物1車位0","二層",11,"住宅大樓(11層含以上有電梯)","","鋼筋混凝土造",NA,55.55,2,2,1,"有","有",7800000,140414,"",0,0,25.057,121.51
"臺北市","大同區","房地(土地+建物)","臺北市大同區歸綏街160巷15號",7.56,"商",NA,NA,10402,"土地4建物1車位0","三層",13,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",850530,44.46,1,1,1,"有","有",7500000,168691,"",0,0,25.057,121.51
"臺北市","大同區","車位","臺北市大同區五原路15號",0.54,"商",NA,NA,10403,"土地0建物0車位5","一層",14,"其他","見其他登記事項","鋼筋混凝土造",981216,112.93,0,0,0,"有","有",2500000,NA,"坡道機械",0,2500000,25.056,121.51
"臺北市","萬華區","車位","臺北市萬華區德昌街135號",4.27,"住",NA,NA,10402,"土地0建物0車位1","地下二層",23,"其他","停車空間","鋼筋混凝土造",1000131,33.71,0,0,0,"有","有",2680000,NA,"坡道平面",33.71,2680000,25.024,121.49
"臺北市","萬華區","車位","臺北市萬華區德昌街135號",7.92,"住",NA,NA,10402,"土地0建物0車位2","地下二層",23,"其他","停車空間","鋼筋混凝土造",1000131,67.43,0,0,0,"有","有",5160000,NA,"坡道平面",67.42,5160000,25.024,121.49
"臺北市","萬華區","房地(土地+建物)","臺北市萬華區西園路一段165號",2.27,"商",NA,NA,10402,"土地3建物1車位0","五層",12,"辦公商業大樓","商業用","鋼筋混凝土造",780503,26.24,0,0,0,"無","有",3400000,129573,"",0,0,25.034,121.49
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區康寧路一段165號",31.55,"住",NA,NA,10403,"土地3建物1車位0","四層，電梯樓梯間",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850430,119.52,3,2,1,"有","有",22500000,188253,"",0,0,25.079,121.59
"臺北市","內湖區","車位","臺北市內湖區內湖路二段253巷15號",2.64,"住",NA,NA,10402,"土地0建物0車位1","一層",11,"其他","商業用","鋼筋混凝土造",971008,34.95,0,0,0,"有","有",1780000,NA,"坡道機械",34.96,1780000,25.083,121.58
"臺北市","內湖區","車位","臺北市內湖區內湖路二段253巷45號",2.44,"住",NA,NA,10402,"土地0建物0車位1","一層",11,"其他","商業用","鋼筋混凝土造",980923,35.35,0,0,0,"有","有",1600000,NA,"坡道機械",35.35,1600000,25.079,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區松江路105號",4.11,"商",NA,NA,10402,"土地1建物1車位0","十層",12,"套房(1房1廳1衛)","商業用","鋼筋混凝土造",710703,46.78,1,1,1,"有","有",10620000,227020,"",0,0,25.051,121.53
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街75號",44.06,"住",NA,NA,10309,"土地1建物1車位1","十一層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031020,247.16,3,2,2,"有","有",59280000,274399,"坡道平面",41,2710000,25.059,121.58
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街75號",37.73,"住",NA,NA,10303,"土地1建物1車位1","十層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031020,218.65,2,2,2,"有","有",49630000,264171,"坡道平面",41,2700000,25.059,121.58
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街75號",37.73,"住",NA,NA,10401,"土地1建物1車位1","十層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031020,218.71,2,2,2,"有","有",49010000,261719,"坡道平面",41,2500000,25.059,121.58
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街75號",37.73,"住",NA,NA,10303,"土地1建物1車位1","十一層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031020,218.71,2,2,2,"有","有",49440000,263013,"坡道平面",41,2700000,25.059,121.58
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區新富街75號",37.76,"住",NA,NA,10402,"土地1建物1車位1","四層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031020,220.04,2,2,2,"有","有",46740000,245979,"坡道平面",41,2700000,25.059,121.58
"臺北市","中山區","土地","",11.12,"商",NA,NA,10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",9872016,887771,"",0,0,NA,NA
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區中山北路三段15號",39.59,"商",NA,NA,9911,"土地2建物1車位3","十三層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031203,587.83,5,3,5,"有","無",1.57e+08,323898,"坡道平面",132.45,9500000,25.065,121.52
"臺北市","中山區","房地(土地+建物)","臺北市中山區林森北路259巷15號",5.11,"商",NA,NA,10403,"土地1建物1車位0","七層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",730922,31.07,1,1,1,"有","有",5100000,164145,"",0,0,25.054,121.52
"臺北市","中山區","房地(土地+建物)+車位","臺北市中山區長安東路一段45號",40.31,"商",NA,NA,10401,"土地1建物1車位1","四層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960810,228.73,4,2,2,"有","有",43010000,188038,"坡道平面",0,0,25.049,121.52
"臺北市","中山區","車位","臺北市中山區復興北路465號",0.12,"住",NA,NA,10403,"土地0建物0車位1","一層",12,"其他","商業用","鋼筋混凝土造",971015,1.86,0,0,0,"有","有",1650000,NA,"塔式車位",1.85,1650000,25.064,121.54
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區南京東路六段345號",8.65,"工",NA,NA,10403,"土地1建物1車位0","七層",12,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",970407,52.09,1,0,1,"有","有",8360000,160491,"",0,0,25.058,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區民權東路三段75號",14.66,"商",NA,NA,10401,"土地1建物1車位0","十三層",19,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",751125,139.01,3,2,2,"有","有",29600000,212934,"",0,0,25.062,121.54
"臺北市","內湖區","房地(土地+建物)+車位","臺北市內湖區行善路417巷45號",18.69,"其他",NA,NA,10402,"土地2建物1車位1","六層",11,"辦公商業大樓","見其他登記事項","鋼筋混凝土造",1001012,135.03,0,0,0,"無","有",2e+07,148115,"坡道平面",27.7,0,25.064,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區新生北路二段45巷45號",45,"商",NA,NA,10402,"土地1建物1車位0","一層",2,"公寓(5樓含以下無電梯)","","加強磚造",NA,59.72,2,1,1,"有","無",21500000,360013,"",0,0,25.055,121.52
"臺北市","內湖區","房地(土地+建物)","臺北市內湖區金龍路222巷15號",20.09,"住",NA,NA,10402,"土地1建物1車位0","七層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821213,64.49,2,1,2,"有","有",10500000,162816,"",0,0,25.088,121.58
"臺北市","中山區","房地(土地+建物)","臺北市中山區敬業三路162巷165號",47.09,"住",NA,NA,10403,"土地1建物1車位0","三層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890628,155.04,3,2,2,"有","有",26100000,168344,"",0,0,25.079,121.55
