"縣市","鄉鎮市區","交易標的","土地區段位置或建物區門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","lat","lon"
"彰化縣","員林鎮","土地","",2108.63,"","特定農業區","農牧用地",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6600000,3130,"",0,0,NA,NA
"彰化縣","大村鄉","土地","",165.24,"農","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1e+06,6052,"",0,0,NA,NA
"彰化縣","社頭鄉","土地","",2575.33,"其他","","",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",95060581,36912,"",0,0,NA,NA
"彰化縣","田中鎮","土地","",66,"","特定農業區","甲種建築用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2500000,37879,"",0,0,NA,NA
"彰化縣","社頭鄉","土地","",392.03,"","鄉村區","乙種建築用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2e+06,5102,"",0,0,NA,NA
"彰化縣","社頭鄉","土地","",1070,"","鄉村區","乙種建築用地",10312,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",22656200,21174,"",0,0,NA,NA
"彰化縣","田中鎮","土地","",1635.13,"","特定農業區","農牧用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",9100000,5565,"",0,0,NA,NA
"彰化縣","田中鎮","土地","",1227.06,"","特定農業區","農牧用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6800000,5542,"",0,0,NA,NA
"彰化縣","田中鎮","土地","",95.5,"商","","",10402,"土地3建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4e+06,41885,"",0,0,NA,NA
"彰化縣","北斗鎮","土地","",202.66,"","特定農業區","農牧用地",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",480000,2368,"",0,0,NA,NA
"彰化縣","埔鹽鄉","房地(土地+建物)","彰化縣埔鹽鄉新生路105號",1592,"","特定農業區","農牧用地",10402,"土地1建物1車位0","一層",1,"農舍","農舍","見其他登記事項",1040114,56.4,0,0,1,"無","無",5826720,NA,"",0,0,24,120.45
"彰化縣","埔鹽鄉","土地","",100,"","鄉村區","乙種建築用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",450000,4500,"",0,0,NA,NA
"彰化縣","溪湖鎮","土地","",2057,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5553900,2700,"",0,0,NA,NA
"彰化縣","溪湖鎮","土地","",115.87,"住","","",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6659500,57474,"",0,0,NA,NA
"彰化縣","福興鄉","房地(土地+建物)","彰化縣福興鄉沿海路一段536巷75號",2551.43,"","特定農業區","特定目的事業用地",10401,"土地1建物1車位0","一層",1,"其他","見其他登記事項","見其他登記事項",930810,200,0,0,0,"無","無",1e+07,50000,"",0,0,24.014,120.38
"彰化縣","田中鎮","土地","",901.77,"","特定農業區","農牧用地",10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4699000,5211,"",0,0,NA,NA
"彰化縣","社頭鄉","土地","",241.85,"","特定農業區","農牧用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",712257,2945,"",0,0,NA,NA
"彰化縣","北斗鎮","土地","",76,"住","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1300000,17105,"",0,0,NA,NA
"彰化縣","北斗鎮","房地(土地+建物)","彰化縣北斗鎮宮後街211巷15號",118.69,"住","","",10402,"土地2建物1車位0","全",3,"透天厝","住宅","鋼筋混凝土造",1030606,178.85,5,2,2,"有","無",7500000,41935,"",0,0,23.873,120.52
"彰化縣","鹿港鎮","土地","",73.63,"","特定農業區","農牧用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",150000,2037,"",0,0,NA,NA
"彰化縣","鹿港鎮","房地(土地+建物)","彰化縣鹿港鎮埤頭巷75號",115.17,"","鄉村區","乙種建築用地",10312,"土地4建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",1031105,142.38,3,3,4,"有","無",5500000,38629,"",0,0,24.094,120.48
"彰化縣","員林鎮","土地","",15.87,"住","","",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",788888,49709,"",0,0,NA,NA
"彰化縣","員林鎮","土地","",109.15,"住","","",10403,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",2770521,25383,"",0,0,NA,NA
"彰化縣","員林鎮","房地(土地+建物)","彰化縣員林鎮南昌路225巷15號",66,"住","","",10402,"土地1建物1車位0","全",3,"透天厝","住家用","鋼筋混凝土加強磚造",650709,127.44,4,2,2,"有","無",5120000,40176,"",0,0,23.954,120.57
"彰化縣","二林鎮","房地(土地+建物)","彰化縣二林鎮斗苑路三段645號",95.21,"","特定農業區","丁種建築用地",10401,"土地5建物1車位0","全",4,"透天厝","見其他登記事項","鋼筋混凝土造",820312,158.37,4,3,3,"有","無",3500000,22100,"",0,0,23.897,120.39
"彰化縣","埔鹽鄉","土地","",85,"","特定農業區","甲種建築用地",10402,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6e+05,7059,"",0,0,NA,NA
"彰化縣","埔心鄉","土地","",98.67,"住","","",10402,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3657500,37068,"",0,0,NA,NA
"彰化縣","埔心鄉","建物","彰化縣埔心鄉員鹿路二段334巷23之1弄15號",0,"","","",10402,"土地0建物1車位0","全",4,"透天厝","住家用","鋼筋混凝土造",1031029,175.54,4,2,4,"有","無",2992500,17047,"",0,0,23.953,120.49
"彰化縣","埔心鄉","土地","",153.67,"住","","",10401,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3718000,24195,"",0,0,NA,NA
"彰化縣","埔心鄉","建物","彰化縣埔心鄉員鹿路二段334巷23之1弄15號",0,"","","",10401,"土地0建物1車位0","全",3,"透天厝","見其他登記事項","鋼筋混凝土造",1031029,158.01,4,2,4,"有","無",3042000,19252,"",0,0,23.953,120.49
"彰化縣","二林鎮","土地","",NA,"","","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿金山六街6巷15號",83,"住","","",10401,"土地1建物1車位0","全",5,"透天厝","見其他登記事項","鋼筋混凝土造",961108,245.17,30,0,30,"有","無",2.3e+07,93812,"",0,0,NA,NA
"新竹市","新竹市","土地","",547.27,"","鄉村區","乙種建築用地",10403,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",44698500,81675,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿關新路225號",29.09,"商","","",10402,"土地1建物1車位2","二十三層",24,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1021115,303.76,3,2,2,"有","有",2e+07,80120,"坡道平面",76.6,1800000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿關新路19巷15號",16.89,"其他","","",10402,"土地3建物1車位1","四層",14,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",971022,152.49,3,2,2,"有","有",1.1e+07,72136,"坡道平面",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿文雅街118巷45號",109,"住","","",10402,"土地1建物1車位0","全",2,"透天厝","住家用","加強磚造",630716,114.24,3,2,2,"有","無",6450000,56460,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿埔頂路135號",10.08,"住","","",10402,"土地4建物1車位0","六層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841208,60.02,2,1,1,"有","無",3900000,64978,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿金竹路105號",43.44,"住","","",10401,"土地1建物1車位3","一層，騎樓",8,"店面(店鋪)","商業用","鋼筋混凝土造",871015,407.68,0,0,0,"無","有",23500000,57643,"坡道機械",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿光復路二段367巷15號",11.4,"住","","",10402,"土地1建物1車位0","四層",5,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",800521,48.06,1,0,1,"有","無",2300000,47857,"",0,0,24.801,120.98
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿中央路165號",8.91,"住","","",10312,"土地1建物1車位1","十三層",29,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",961101,180.1,3,2,2,"有","有",12880000,71516,"坡道平面",0,0,24.838,121
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿建功一路70巷15號",35.26,"住","","",10402,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,85.97,3,1,3,"有","有",6600000,76771,"",0,0,24.796,121
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿湳中街54巷15號",4.12,"住","","",10402,"土地1建物1車位0","五層",5,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",800328,16.32,1,1,1,"有","有",550000,33701,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿牛埔路315號",22.86,"住","","",10403,"土地1建物1車位0","四層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880310,132.94,4,2,3,"有","無",9500000,71461,"",0,0,24.797,120.94
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿長安街105號",10.28,"商","","",10403,"土地1建物1車位0","四層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",890105,53.05,1,1,1,"有","有",2400000,45240,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿林森路315號",51.03,"商","","",10403,"土地5建物1車位0","一層，二層，騎樓",12,"辦公商業大樓","商業用","鋼筋混凝土造",800528,499.09,4,0,2,"有","有",13800000,27650,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿武陵路70巷15號",53.35,"住","","",10402,"土地1建物1車位0","二層",11,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",930215,176.34,3,2,2,"有","有",5200000,29488,"",0,0,24.825,120.97
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿牛埔北路195號",30.78,"","鄉村區","乙種建築用地",10402,"土地1建物1車位1","四層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840118,126.95,3,2,2,"有","有",4550000,35841,"坡道平面",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿世界街45號",32.65,"住","","",10401,"土地1建物1車位2","三層",14,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",980617,274.34,4,2,2,"有","有",17880000,65175,"坡道平面",67.16,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿民族路178巷15號",27.07,"住","","",10401,"土地2建物1車位1","九層",9,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",961024,148.45,3,2,2,"有","有",9180000,61839,"坡道平面",43.14,0,24.833,121.01
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿光復路一段531巷75號",20.88,"商","","",10312,"土地1建物1車位1","七層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860120,176.25,4,2,2,"有","有",10200000,57872,"坡道平面",0,0,24.788,121
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿科學園路107巷15號",14.69,"住","","",10402,"土地1建物1車位1","七層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",891016,145.2,3,2,2,"有","有",9800000,67493,"坡道平面",26.47,0,24.784,121.01
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿埔頂路255號",29.3,"住","","",10401,"土地1建物1車位1","六層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860805,156.45,5,2,2,"有","有",10200000,65197,"坡道機械",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.7,"住","","",10403,"土地1建物1車位1","四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.05,3,2,2,"有","有",7610000,52640,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.7,"住","","",10403,"土地1建物1車位1","六層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.05,3,2,2,"有","有",7950000,55368,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.7,"住","","",10403,"土地1建物1車位1","十一層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.05,3,2,2,"有","有",7880000,54807,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7680000,52686,"坡道平面",37.43,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","五層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7880000,54688,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","九層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7950000,55249,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7950000,54048,"坡道平面",37.43,1200000,NA,NA
"新竹市","新竹市","土地","",97.52,"住","","",10311,"土地7建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",15716950,161166,"",0,0,NA,NA
"新竹市","新竹市","土地","",41.99,"住","","",10311,"土地17建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6778807,161439,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十二層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7900000,54448,"坡道平面",37.43,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",16.57,"住","","",10403,"土地1建物1車位1","十五層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,147.62,2,2,1,"有","有",7030000,52909,"坡道平面",37.43,1200000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",14.96,"住","","",10403,"土地1建物1車位1","八層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,136.91,2,2,1,"有","有",6630000,56092,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",13.96,"住","","",10403,"土地1建物1車位2","三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,167.98,2,2,1,"有","有",7e+06,51546,"坡道平面",74.86,2200000,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿建功路51巷15號",26.8,"住","","",10401,"土地1建物1車位0","一層，二層",5,"店面(店鋪)","住商用","鋼筋混凝土造",840515,96.83,2,2,2,"有","無",14100000,145616,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",13.92,"住","","",10403,"土地1建物1車位1","七層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,130.56,2,2,1,"有","有",6200000,55299,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",13.92,"住","","",10403,"土地1建物1車位1","九層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,130.56,2,2,1,"有","有",6280000,56158,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",13.92,"住","","",10403,"土地1建物1車位1","十四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,130.56,2,2,1,"有","有",6300000,55299,"坡道平面",37.43,1150000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","五層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,164.6,3,2,2,"有","有",7800000,53079,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","九層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,164.6,3,2,2,"有","有",8050000,55044,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十一層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,164.6,3,2,2,"有","有",8e+06,54651,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,164.6,3,2,2,"有","有",8e+06,54258,"坡道平面",37.43,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","二層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.67,3,2,2,"有","有",7850000,54733,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.67,3,2,2,"有","有",8350000,57952,"坡道平面",37.43,1150000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,162.32,3,2,2,"有","有",7960000,54928,"坡道平面",37.43,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","六層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,159.68,3,2,2,"有","有",7730000,54169,"坡道平面",35.44,1000000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","十四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.67,3,2,2,"有","有",7880000,54974,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",15.81,"住","","",10403,"土地1建物1車位1","四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,142.78,2,2,1,"有","有",6550000,52207,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",15.81,"住","","",10403,"土地1建物1車位1","八層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,142.78,2,2,1,"有","有",6900000,53631,"坡道平面",37.43,1250000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",15.81,"住","","",10403,"土地1建物1車位1","十三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,140.79,2,2,1,"有","有",6950000,55529,"坡道平面",35.44,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",14.92,"住","","",10403,"土地1建物1車位1","三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,136.59,2,2,1,"有","有",6930000,58794,"坡道平面",37.43,1100000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","七層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.67,3,2,2,"有","有",7900000,55135,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",14.92,"住","","",10403,"土地1建物1車位1","六層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,134.6,2,2,1,"有","有",6450000,54962,"坡道平面",35.44,1000000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",14.92,"住","","",10403,"土地1建物1車位1","七層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,134.6,2,2,1,"有","有",6400000,54457,"坡道平面",35.44,1000000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","三層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,159.65,3,2,2,"有","有",7570000,52894,"坡道平面",35.44,1000000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.64,3,2,2,"有","有",7550000,52331,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.66,"住","","",10403,"土地1建物1車位1","五層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,161.64,3,2,2,"有","有",7780000,54182,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",18.7,"住","","",10403,"土地1建物1車位2","七層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,199.07,3,2,2,"有","有",8800000,52331,"坡道平面",74.86,2300000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",22.71,"住","","",10403,"土地1建物1車位1","九層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,188.79,3,2,2,"有","有",9380000,53713,"坡道平面",37.43,1250000,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東華路15號",15.81,"住","","",10403,"土地1建物1車位1","十一層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1030829,142.78,2,2,1,"有","有",6850000,55055,"坡道平面",37.43,1050000,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿中山路40巷15號",0.76,"商","","",10403,"土地1建物1車位0","三層",10,"辦公商業大樓","商業用","鋼筋混凝土造",800603,5.18,0,0,0,"無","有",120000,23166,"",0,0,24.838,121.01
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿中山路225號",6,"商","","",10402,"土地1建物1車位0","八層",10,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",960606,38.3,1,1,1,"有","有",2680000,69974,"",0,0,24.837,121.01
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿光復路一段89巷135號",22.03,"住","","",10402,"土地5建物1車位1","十二層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870531,171.33,3,2,2,"有","有",8600000,50196,"坡道平面",0,0,24.788,121
"新竹市","新竹市","土地","",41.99,"住","","",10311,"土地17建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6778807,161439,"",0,0,NA,NA
"新竹市","新竹市","土地","",41.99,"住","","",10311,"土地17建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6778807,161439,"",0,0,NA,NA
"新竹市","新竹市","土地","",42.16,"住","","",10311,"土地5建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6778807,160788,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿武陵路271巷15號",34.38,"住","","",10312,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,87.18,3,2,1,"有","無",2800000,32117,"",0,0,24.825,120.97
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿東大路二段405號",66.58,"住","","",10401,"土地1建物1車位4","三層",14,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1020605,387.24,4,2,5,"有","有",23980000,65935,"坡道機械",53.88,2000000,24.814,120.96
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿崧嶺路25巷15號",88.36,"住","","",10403,"土地3建物1車位0","全",4,"透天厝","見其他登記事項","鋼筋混凝土造",1031225,220.69,4,2,3,"有","有",1.4e+07,63437,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿光復路一段108巷15號",8.29,"住","","",10401,"土地2建物1車位0","三層",5,"套房(1房1廳1衛)","","鋼筋混凝土造",800528,36.51,1,1,1,"有","無",1780000,48754,"",0,0,24.788,121
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿大湖路71巷21弄75號",119.09,"","山坡地保育區","丙種建築用地",10401,"土地39建物1車位0","全",4,"透天厝","住家用","鋼筋混凝土造",840901,186.68,5,2,3,"有","有",5060000,27105,"",0,0,24.767,120.93
"新竹市","新竹市","房地(土地+建物)","新竹市新竹巿金竹路118巷61弄15號",112,"住","","",10309,"土地1建物1車位0","全",2,"透天厝","住家用","鋼筋混凝土造",790117,142.51,5,3,2,"有","無",1.2e+07,84205,"",0,0,NA,NA
"新竹市","新竹市","土地","",1594.06,"","鄉村區","乙種建築用地",10401,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",84011295,52703,"",0,0,NA,NA
"新竹市","新竹市","房地(土地+建物)+車位","新竹市新竹巿關新路19巷45號",17.31,"其他","","",10402,"土地1建物1車位1","十四層",15,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",980721,175.35,3,2,2,"有","有",13650000,77844,"坡道平面",0,0,NA,NA
