編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPOMLLKMHKFFAO28CA,1,19.28,共有部分,鋼筋混凝土造,103年8月29日,015
RPQOMLLKMHKFFAO38CA,1,72.81,見其他登記事項,鋼筋混凝土造,103年8月29日,015,八層
RPQOMLLKMHKFFAO38CA,1,51.23,共有部分,鋼筋混凝土造,103年8月29日,015
RPQOMLLKMHKFFAO38CA,1,19.28,共有部分,鋼筋混凝土造,103年8月29日,015
RPROMLLKMHKFFAO48CA,1,85.92,見其他登記事項,鋼筋混凝土造,103年8月29日,015,五層
RPROMLLKMHKFFAO48CA,1,51.60,共有部分,鋼筋混凝土造,103年8月29日,015
RPROMLLKMHKFFAO48CA,1,25.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPSOMLLKMHKFFAO58CA,1,85.92,見其他登記事項,鋼筋混凝土造,103年8月29日,015,六層
RPSOMLLKMHKFFAO58CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPSOMLLKMHKFFAO58CA,1,25.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPSSMLSJMHKFFAO96CA,5,85.13,見其他登記事項,鋼筋混凝土造,99年8月9日,015,十三層
RPSSMLSJMHKFFAO96CA,5,46.37,共有部分,鋼筋混凝土造,99年8月9日,015
RPSSMLSJMHKFFAO96CA,5,22.26,共有部分,鋼筋混凝土造,99年8月9日,015
RPQNMLSJMHKFFAO88CA,4,107.96,見其他登記事項,鋼筋混凝土造,100年5月1日,014,一層 見其他登記事項
RPQNMLSJMHKFFAO88CA,4,17.82,共有部分,鋼筋混凝土造,100年5月1日,014
RPQNMLSJMHKFFAO88CA,4,21.92,共有部分,鋼筋混凝土造,100年5月1日,014
RPQNMLSJMHKFFAO88CA,4,.02,見其他登記事項,鋼筋混凝土造,100年5月1日,014,一層
RPQNMLSJMHKFFAO88CA,4,.00,共有部分,鋼筋混凝土造,100年5月1日,012
RPQNMLSJMHKFFAO88CA,4,21.55,共有部分,鋼筋混凝土造,100年5月1日,014
RPROMLLMLHKFFAO58CA,,104.14,住家用,鋼筋混凝土造,,005,五層
RPROMLLMLHKFFAO58CA,,7.55,共有部分,鋼筋混凝土造,,000
RPSOMLLMLHKFFAO68CA,4,.01,見其他登記事項,鋼筋混凝土造,100年7月18日,014,一層
RPSOMLLMLHKFFAO68CA,4,99.50,見其他登記事項,鋼筋混凝土造,100年7月18日,014,十四層
RPSOMLLMLHKFFAO68CA,4,.00,共有部分,鋼筋混凝土造,100年7月18日,014
RPSOMLLMLHKFFAO68CA,4,15.91,共有部分,鋼筋混凝土造,100年7月18日,014
RPSOMLLMLHKFFAO68CA,4,15.45,共有部分,鋼筋混凝土造,100年7月18日,014
RPSOMLLMLHKFFAO68CA,4,25.04,共有部分,鋼筋混凝土造,100年7月18日,014
RPWNMLKMLHKFFAO88CA,1,46.43,辦公室,鋼筋混凝土造,103年6月10日,009,二層
RPWNMLKMLHKFFAO88CA,1,39.61,共有部分,鋼筋混凝土造,103年6月10日,009
RPQNMLRLLHKFFAO88CA,11,196.16,見其他登記事項,鋼筋混凝土造,93年2月15日,011,一層
RPQNMLRLLHKFFAO88CA,11,110.17,見其他登記事項,鋼筋混凝土造,93年2月15日,011
RPPNMLRLLHKFFAO78CA,19,20.38,住家用,鋼筋混凝土造,85年7月4日,007,五層
RPPNMLRLLHKFFAO78CA,19,7.49,共有部分,鋼筋混凝土造,85年7月4日,007
RPPNMLRLLHKFFAO78CA,19,2.74,共有部分,鋼筋混凝土造,85年7月4日,007
RPUNMLSLLHKFFAO76CA,25,103.22,住家用,加強磚造,78年10月16日,002,一層 二層 夾層
RPXNMLKMLHKFFAO98CA,36,140.38,住家用,加強磚造,68年1月10日,002,一層 二層
RPOOMLLMLHKFFAO28CA,,51.88,商業用,鋼筋混凝土造,,005,一層
RPOOMLLMLHKFFAO28CA,,15.29,共有部分,鋼筋混凝土造,,005
RPTNMLKMLHKFFAO58CA,4,88.61,見其他登記事項,鋼筋混凝土造,100年3月7日,013,三層
RPTNMLKMLHKFFAO58CA,4,23.25,共有部分,鋼筋混凝土造,100年3月7日,013
RPTNMLKMLHKFFAO58CA,4,57.43,共有部分,鋼筋混凝土造,100年3月7日,013
RPXOMLKMLHKFFAO09CA,24,36.37,住家用,鋼筋混凝土造,80年3月7日,006,六層
RPXOMLKMLHKFFAO09CA,24,10.16,共有部分,鋼筋混凝土造,80年3月7日,006
RPUQMLLMLHKFFAO09CA,7,32.98,見其他登記事項,鋼筋混凝土造,97年5月22日,007,六層
RPUQMLLMLHKFFAO09CA,7,1.16,見其他登記事項,鋼筋混凝土造,97年5月22日,007,一層
RPUQMLLMLHKFFAO09CA,7,17.78,見其他登記事項,鋼筋混凝土造,97年5月22日,007
RPUQMLLMLHKFFAO09CA,7,39.39,見其他登記事項,鋼筋混凝土造,97年5月22日,007
RPUQMLLMLHKFFAO09CA,7,8.74,見其他登記事項,鋼筋混凝土造,97年5月22日,007
RPTOMLLKMHKFFAO68CA,1,85.92,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十一層
RPTOMLLKMHKFFAO68CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPTOMLLKMHKFFAO68CA,1,25.09,共有部分,鋼筋混凝土造,103年8月29日,015
RPQNMLQJMHKFFAO68CA,22,71.04,住家用,鋼筋混凝土造,82年6月17日,005,三層
RPQNMLQJMHKFFAO68CA,22,8.97,住家用,鋼筋混凝土造,82年6月17日,005
RPQNMLQJMHKFFAO68CA,22,21.01,見其他登記事項,鋼筋混凝土造,82年6月17日,005
RPPPMLLJMHKFFAO28CA,17,110.15,住家用,鋼筋混凝土造,86年10月5日,013,七層
RPPPMLLJMHKFFAO28CA,17,12.73,共有部分,鋼筋混凝土造,86年10月5日,013
RPPPMLLJMHKFFAO28CA,17,31.02,共有部分,鋼筋混凝土造,86年10月5日,013
RPQSMLLMLHKFFAO88CA,21,90.20,住家用,鋼筋混凝土造,83年6月3日,007,一層
RPQSMLLMLHKFFAO88CA,21,7.92,共有部分,鋼筋混凝土造,83年6月3日,007
RPQSMLLMLHKFFAO88CA,21,12.08,共有部分,鋼筋混凝土造,83年6月3日,008
RPQSMLLMLHKFFAO88CA,21,.18,住家用,鋼筋混凝土造,83年6月3日,006,一層
RPQSMLLMLHKFFAO88CA,21,9.50,共有部分,鋼筋混凝土造,83年6月3日,008
RPUSMLLMLHKFFAO66CA,25,86.02,住商用,鋼筋混凝土造,79年2月7日,012,十層
RPUSMLLMLHKFFAO66CA,25,2.34,共有部分,鋼筋混凝土造,79年2月7日,012
RPUSMLLMLHKFFAO66CA,25,24.23,共有部分,鋼筋混凝土造,79年2月7日,012
RPWOMLRLLHKFFAO07DA,2,116.02,見其他登記事項,鋼筋混凝土造,101年11月1日,014,五層
RPWOMLRLLHKFFAO07DA,2,85.79,共有部分,鋼筋混凝土造,101年11月1日,014
RPTONLQLLHKFFAO86EA,14,195.41,見其他登記事項,鋼筋混凝土造,90年3月20日,003,一層 二層 三層
RPQOMLNKMHKFFAO78EA,8,17.02,見其他登記事項,鋼筋混凝土造,96年3月5日,011,三層
RPQOMLNKMHKFFAO78EA,8,7.87,見其他登記事項,鋼筋混凝土造,96年3月5日,011
RPSNMLRLMHKFFAO56CA,,103.50,住家用,加強磚造,,002,一層 二層
RPXOMLKLMHKFFAO09CA,10,103.46,見其他登記事項,鋼筋混凝土造,93年9月15日,013,三層
RPXOMLKLMHKFFAO09CA,10,57.58,見其他登記事項,鋼筋混凝土造,93年9月15日,013
RPOOMLOKMHKFFAO48CA,1,85.96,見其他登記事項,鋼筋混凝土造,103年8月29日,015,十層
RPOOMLOKMHKFFAO48CA,1,53.59,共有部分,鋼筋混凝土造,103年8月29日,015
RPOOMLOKMHKFFAO48CA,1,22.12,共有部分,鋼筋混凝土造,103年8月29日,015
RPTQMLRJMHKFFAO76CA,17,184.82,住家用,鋼筋混凝土造,87年6月9日,004,一層 二層 三層 四層
RPRNMLKKMHKFFAO28CA,22,104.86,住商用,鋼筋混凝土造,82年7月17日,007,一層 二層
RPRNMLKKMHKFFAO28CA,22,5.16,共有部分,鋼筋混凝土造,82年7月17日,007
RPRNMLKKMHKFFAO28CA,22,6.80,共有部分,鋼筋混凝土造,82年7月17日,007
RPPNMLMKMHKFFAO28CA,1,103.26,見其他登記事項,鋼筋混凝土造,102年9月16日,014,六層
RPPNMLMKMHKFFAO28CA,1,17.92,共有部分,鋼筋混凝土造,102年9月16日,014
RPPNMLMKMHKFFAO28CA,1,28.38,共有部分,鋼筋混凝土造,102年9月16日,014
RPPNMLMKMHKFFAO28CA,1,.01,見其他登記事項,鋼筋混凝土造,102年9月16日,014,一層
RPPNMLMKMHKFFAO28CA,1,.00,共有部分,鋼筋混凝土造,102年9月16日,014
RPPNMLMKMHKFFAO28CA,1,19.01,共有部分,鋼筋混凝土造,102年9月16日,014
RPSNMLKKMHKFFAO38CA,35,107.10,住家用,加強磚造,69年7月3日,002,一層 二層
RPXNMLKKMHKFFAO88CA,16,104.03,住家用,鋼筋混凝土造,88年3月10日,014,三層
RPXNMLKKMHKFFAO88CA,16,35.89,共有部分,鋼筋混凝土造,88年3月10日,014
RPXNMLKKMHKFFAO88CA,16,14.77,共有部分,鋼筋混凝土造,88年3月10日,014
RPROMLKKMHKFFAO38CA,18,18.34,商業用,鋼筋混凝土造,85年11月5日,011,七層
RPROMLKKMHKFFAO38CA,18,18.34,商業用,鋼筋混凝土造,85年11月5日,011,八層
RPROMLKKMHKFFAO38CA,18,7.71,見其他登記事項,鋼筋混凝土造,85年11月5日,011
RPROMLKKMHKFFAO38CA,18,7.71,見其他登記事項,鋼筋混凝土造,85年11月5日,011
RPRPMLPKMHKFFAO98CA,20,88.06,商業用,鋼筋混凝土造,84年7月28日,020,一層 騎樓
RPRPMLPKMHKFFAO98CA,20,2.92,共有部分,鋼筋混凝土造,84年7月28日,020
RPRPMLPKMHKFFAO98CA,20,26.95,共有部分,鋼筋混凝土造,84年7月28日,020
RPSPMLPKMHKFFAO09CA,,182.86,住家用,加強磚造,,002,一層 二層 騎樓
RPOPMLKLMHKFFAO28CA,17,81.82,住家用,鋼筋混凝土造,87年3月2日,014,十一層
RPOPMLKLMHKFFAO28CA,17,11.35,住家用,鋼筋混凝土造,87年3月2日,014
RPOPMLKLMHKFFAO28CA,17,24.40,見其他登記事項,鋼筋混凝土造,87年3月2日,014
RPTPMLKLMHKFFAO78CA,40,100.80,住家用,加強磚造,63年12月3日,002,一層 二層
RPOOMLKLMHKFFAO18CA,3,127.83,見其他登記事項,鋼筋混凝土造,100年11月21日,024,十層
RPOOMLKLMHKFFAO18CA,3,57.00,共有部分,鋼筋混凝土造,100年11月21日,024
RPOOMLKLMHKFFAO18CA,3,.06,辦公室,鋼筋混凝土造,100年11月21日,024,一層
RPOOMLKLMHKFFAO18CA,3,22.18,共有部分,鋼筋混凝土造,100年11月21日,024
RPOOMLKLMHKFFAO18CA,3,32.77,共有部分,鋼筋混凝土造,100年11月21日,024
RPPTMLRLMHKFFAO86CA,17,111.65,見其他登記事項,鋼筋混凝土造,87年4月10日,012,十二層
RPPTMLRLMHKFFAO86CA,17,21.72,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPPTMLRLMHKFFAO86CA,17,29.27,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPPTMLRLMHKFFAO86CA,17,.37,見其他登記事項,鋼筋混凝土造,87年4月10日,012,一層
RPPTMLRLMHKFFAO86CA,17,.08,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPPTMLRLMHKFFAO86CA,17,.11,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPPTMLRLMHKFFAO86CA,17,.24,見其他登記事項,鋼筋混凝土造,87年4月10日,012,一層
RPPTMLRLMHKFFAO86CA,17,.05,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPPTMLRLMHKFFAO86CA,17,.07,見其他登記事項,鋼筋混凝土造,87年4月10日,012
RPSOMLKKMHKFFAO68EA,4,99.63,見其他登記事項,鋼筋混凝土造,100年5月1日,014,十三層
RPSOMLKKMHKFFAO68EA,4,16.51,共有部分,鋼筋混凝土造,100年5月1日,014
RPSOMLKKMHKFFAO68EA,4,23.52,共有部分,鋼筋混凝土造,100年5月1日,014
RPSOMLKKMHKFFAO68EA,4,.02,見其他登記事項,鋼筋混凝土造,100年5月1日,014,一層
RPSOMLKKMHKFFAO68EA,4,.00,共有部分,鋼筋混凝土造,100年5月1日,012
RPSOMLKKMHKFFAO68EA,4,19.92,共有部分,鋼筋混凝土造,100年5月1日,014
RPVNMLQJNHKFFAO66CA,19,93.32,住家用,鋼筋混凝土造,85年2月14日,016,十六層
RPVNMLQJNHKFFAO66CA,19,18.16,共有部分,鋼筋混凝土造,85年2月14日,018
RPVNMLQJNHKFFAO66CA,19,43.67,共有部分,鋼筋混凝土造,85年2月14日,018
RPTSMLLMLHKFFAO56CA,22,67.56,住家用,鋼筋混凝土造,81年11月23日,006,二層
RPTSMLLMLHKFFAO56CA,22,9.61,共有部分,鋼筋混凝土造,81年11月23日,006
RPTSMLLMLHKFFAO56CA,22,24.22,共有部分,鋼筋混凝土造,81年11月23日,000
RPUPMLLJMHKFFAO78CA,1,48.83,見其他登記事項,鋼筋混凝土造,103年4月10日,005,三層
RPUPMLLJMHKFFAO78CA,1,34.45,共有部分,鋼筋混凝土造,103年4月10日,005
RPWNMLLJMHKFFAO78CA,20,83.97,住家用,鋼筋混凝土造,84年6月19日,010,三層
RPWNMLLJMHKFFAO78CA,20,11.06,共有部分,鋼筋混凝土造,84年6月19日,010
RPWNMLLJMHKFFAO78CA,20,19.98,共有部分,鋼筋混凝土造,84年6月19日,010
RPWRMLMJMHKFFAO66CA,4,107.20,見其他登記事項,鋼筋混凝土造,99年11月2日,007,二層
RPWRMLMJMHKFFAO66CA,4,70.10,共有部分,鋼筋混凝土造,99年11月2日,007
RPWRMLMJMHKFFAO66CA,5,1.85,辦公室,見其他登記事項,98年11月10日,002,一層 二層 見其他登記事項
RPWRMLMJMHKFFAO66CA,5,.32,見其他登記事項,見其他登記事項,98年11月10日,002,一層
RPTPMLMJMHKFFAO78CA,10,42.19,見其他登記事項,鋼筋混凝土造,94年2月20日,004,二層
RPTPMLMJMHKFFAO78CA,10,2.14,見其他登記事項,鋼筋混凝土造,94年2月20日,004,地下一層
RPTPMLMJMHKFFAO78CA,10,42.86,共有部分,鋼筋混凝土造,94年2月20日,004
RPTPMLMJMHKFFAO78CA,10,14.50,共有部分,鋼筋混凝土造,94年2月20日,004
RPTPMLMJMHKFFAO78CA,10,.67,共有部分,鋼筋混凝土造,94年2月20日,004
RPTNMLMJMHKFFAO58CA,33,127.54,住家用,鋼筋混凝土造,70年8月6日,007,七層
RPTNMLMJMHKFFAO58CA,33,15.11,共有部分,鋼筋混凝土造,70年8月6日,007
RPTNMLMJMHKFFAO58CA,33,43.29,見其他登記事項,鋼筋混凝土造,70年8月6日,007,地下層
RPSPMLSJMHKFFAO66CA,14,87.67,見其他登記事項,鋼筋混凝土造,90年8月2日,009,三層
RPSPMLSJMHKFFAO66CA,14,22.56,見其他登記事項,鋼筋混凝土造,90年8月2日,009
RPSPMLSJMHKFFAO66CA,14,18.09,停車空間,鋼筋混凝土造,90年8月2日,009
RPUNMLSJMHKFFAO66CA,4,107.20,見其他登記事項,鋼筋混凝土造,99年11月2日,007,四層
RPUNMLSJMHKFFAO66CA,4,70.10,共有部分,鋼筋混凝土造,99年11月2日,007
RPUNMLSJMHKFFAO66CA,5,1.85,辦公室,見其他登記事項,98年11月10日,002,一層 二層 見其他登記事項
RPUNMLSJMHKFFAO66CA,5,.32,見其他登記事項,見其他登記事項,98年11月10日,002,一層
RPVNMLSJMHKFFAO76CA,1,303.71,見其他登記事項,鋼筋混凝土造,103年4月16日,004,一層 二層 三層 四層 見其他登記事項
RPXNMLSJMHKFFAO96CA,4,107.20,見其他登記事項,鋼筋混凝土造,99年11月2日,007,五層
RPXNMLSJMHKFFAO96CA,4,70.10,共有部分,鋼筋混凝土造,99年11月2日,007
RPXNMLSJMHKFFAO96CA,5,1.85,辦公室,見其他登記事項,98年11月10日,002,一層 二層 見其他登記事項
RPXNMLSJMHKFFAO96CA,5,.32,見其他登記事項,見其他登記事項,98年11月10日,002,一層
RPPOMLSJMHKFFAO88CA,4,107.20,見其他登記事項,鋼筋混凝土造,99年11月2日,007,七層
RPPOMLSJMHKFFAO88CA,4,70.10,共有部分,鋼筋混凝土造,99年11月2日,007
RPPOMLSJMHKFFAO88CA,5,1.85,辦公室,見其他登記事項,98年11月10日,002,一層 二層 見其他登記事項
RPPOMLSJMHKFFAO88CA,5,.32,見其他登記事項,見其他登記事項,98年11月10日,002,一層
RPROMLSJMHKFFAO09CA,4,107.20,見其他登記事項,鋼筋混凝土造,99年11月2日,007,七層
RPROMLSJMHKFFAO09CA,4,70.10,共有部分,鋼筋混凝土造,99年11月2日,007
RPROMLSJMHKFFAO09CA,5,1.85,辦公室,見其他登記事項,98年11月10日,002,一層 二層 見其他登記事項
RPROMLSJMHKFFAO09CA,5,.32,見其他登記事項,見其他登記事項,98年11月10日,002,一層
RPRPMLRJMHKFFAO09CA,11,113.62,見其他登記事項,鋼筋混凝土造,93年2月15日,011,十層
RPRPMLRJMHKFFAO09CA,11,63.88,見其他登記事項,鋼筋混凝土造,93年2月15日,011
RPSPMLRJMHKFFAO56CA,7,27.60,辦公室,鋼筋混凝土造,96年10月1日,008,二層
RPSPMLRJMHKFFAO56CA,7,15.98,見其他登記事項,鋼筋混凝土造,96年10月1日,008
RPVPMLRJMHKFFAO86CA,17,87.76,住家用,鋼筋混凝土造,87年6月18日,006,一層 二層
RPVPMLRJMHKFFAO86CA,17,25.78,共有部分,鋼筋混凝土造,87年6月18日,006
RPVNMLKMLHKFFAO78CA,16,21.76,住家用,鋼筋混凝土造,87年11月19日,005,四層
RPVNMLKMLHKFFAO78CA,16,11.98,共有部分,鋼筋混凝土造,87年11月19日,005
RPSNMLLMLHKFFAO58CA,1,166.65,共有部分,鋼筋混凝土造,102年11月15日,024
RPSNMLLMLHKFFAO58CA,1,193.63,見其他登記事項,鋼筋混凝土造,102年11月15日,024,三層
RPUNMLLMLHKFFAO78CA,1,153.83,共有部分,鋼筋混凝土造,102年11月15日,024
RPUNMLLMLHKFFAO78CA,1,171.04,見其他登記事項,鋼筋混凝土造,102年11月15日,024,二十三層
RPWNMLLMLHKFFAO98CA,19,275.87,住家用,鋼筋混凝土造,84年9月1日,005,一層 二層 三層 四層 五層
RPRNMLSLLHKFFAO09CA,3,305.28,見其他登記事項,鋼筋混凝土造,101年8月20日,021,二十層 二十一層
RPRNMLSLLHKFFAO09CA,3,63.65,共有部分,鋼筋混凝土造,101年8月20日,021
RPRNMLSLLHKFFAO09CA,3,67.30,共有部分,鋼筋混凝土造,101年8月20日,021
RPRNMLSLLHKFFAO09CA,3,.26,見其他登記事項,鋼筋混凝土造,101年8月20日,021,一層
RPRNMLSLLHKFFAO09CA,3,55.32,共有部分,鋼筋混凝土造,101年8月20日,021
RPQNMLLMLHKFFAO38CA,1,234.81,見其他登記事項,鋼筋混凝土造,102年7月10日,026,十五層
RPQNMLLMLHKFFAO38CA,1,59.37,共有部分,鋼筋混凝土造,102年7月10日,026
RPQNMLLMLHKFFAO38CA,1,44.46,共有部分,鋼筋混凝土造,102年7月10日,026
RPQNMLLMLHKFFAO38CA,1,.04,辦公室,鋼筋混凝土造,102年7月10日,026,一層
RPQNMLLMLHKFFAO38CA,1,82.71,共有部分,鋼筋混凝土造,102年7月10日,026
RPRNMLLMLHKFFAO48CA,17,171.33,住家用,鋼筋混凝土造,86年11月4日,003,一層 二層 三層
RPTNMLSJMHKFFAO56CA,25,94.64,住家用,鋼筋混凝土造,79年7月28日,005,五層
RPTNMLSJMHKFFAO56CA,25,29.26,共有部分,鋼筋混凝土造,79年7月28日,000
RPPQMLRJMHKFFAO98CA,,90.60,住家用,鋼筋混凝土造,,005,二層
RPPQMLRJMHKFFAO98CA,31,6.48,共有部分,鋼筋混凝土造,72年11月11日,005
RPPQMLRJMHKFFAO98CA,31,5.32,共有部分,鋼筋混凝土造,72年11月11日,005
RPQNMLKKMHKFFAO18CA,8,182.67,見其他登記事項,鋼筋混凝土造,95年12月20日,003,一層 二層 三層 見其他登記事項
RPQNMLKKMHKFFAO18CA,8,21.68,見其他登記事項,鋼筋混凝土造,95年12月20日,013
RPQNMLKKMHKFFAO18CA,8,.01,見其他登記事項,鋼筋混凝土造,95年12月20日,013,一層
RPQNMLKKMHKFFAO18CA,8,38.85,見其他登記事項,鋼筋混凝土造,95年12月20日,013
RPSNMLNJMHKFFAO58CA,19,70.12,住家用,鋼筋混凝土造,85年5月22日,020,十二層
RPSNMLNJMHKFFAO58CA,19,13.75,共有部分,鋼筋混凝土造,85年5月22日,020
RPSNMLNJMHKFFAO58CA,19,7.53,共有部分,鋼筋混凝土造,85年5月22日,020
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,3.30,住商用,鋼筋混凝土造,88年1月21日,014,一層
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,89.91,住家用,鋼筋混凝土造,88年1月21日,014,十三層
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.27,住商用,鋼筋混凝土造,88年1月21日,014,一層
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.11,見其他登記事項,鋼筋混凝土造,88年1月21日,014,地下三層
RPXNMLNJMHKFFAO09CA,16,13.10,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,2.14,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,2.03,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,2.14,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,35.26,共有部分,鋼筋混凝土造,88年1月21日,014
RPXNMLNJMHKFFAO09CA,16,.00,共有部分,鋼筋混凝土造,88年1月21日,014
RPQNMLLJMHKFFAO18CA,,501.76,見其他登記事項,鋼筋混凝土造,103年11月28日,005,一層 二層 三層 四層 五層 騎樓 地下一層 見其他登記事項
RPQNMLLJMHKFFAO18CA,,35.09,共有部分,鋼筋混凝土造,103年11月28日,005
RPRTMLLMLHKFFAO09CA,17,111.91,住家用,鋼筋混凝土造,86年7月30日,019,十九層
RPRTMLLMLHKFFAO09CA,17,59.79,共有部分,鋼筋混凝土造,86年7月30日,019
RPSPMLLJMHKFFAO58CA,20,165.60,住家用,鋼筋混凝土造,84年6月23日,004,一層 二層 三層 四層
RPSPMLLJMHKFFAO58CA,20,51.73,共有部分,鋼筋混凝土造,84年6月23日,004
RPVSMLLMLHKFFAO76CA,4,188.21,見其他登記事項,鋼筋混凝土造,100年4月8日,005,一層 二層 三層 四層 五層
RPTOMLQJNHKFFAO56CA,7,40.12,見其他登記事項,鋼筋混凝土造,97年1月31日,015,十三層
RPTOMLQJNHKFFAO56CA,7,48.55,見其他登記事項,鋼筋混凝土造,97年1月31日,015
RPUWMLMKNHKFFAO17CA,26,18.41,住家用,鋼筋混凝土造,78年1月7日,012,七層
RPUWMLMKNHKFFAO17CA,26,5.06,共有部分,鋼筋混凝土造,78年1月1日,012
RPUNMLSLMHKFFAO86CA,3,28.50,共有部分,鋼筋混凝土造,100年11月21日,024
RPUNMLSLMHKFFAO86CA,3,.03,辦公室,鋼筋混凝土造,100年11月21日,024,一層
RPUNMLSLMHKFFAO86CA,3,16.92,共有部分,鋼筋混凝土造,100年11月21日,024
RPUNMLSLMHKFFAO86CA,3,97.53,見其他登記事項,鋼筋混凝土造,100年11月21日,024,五層
RPUNMLSLMHKFFAO86CA,3,23.46,共有部分,鋼筋混凝土造,100年11月21日,024
RPTPMLLLMHKFFAO88CA,20,207.19,住家用,鋼筋混凝土造,84年1月4日,003,一層 二層 三層
RPPNMLMLMHKFFAO38CA,28,87.68,住家用,鋼筋混凝土造,76年3月6日,005,二層
RPPPMLOKMHKFFAO68CA,21,92.28,住家用,鋼筋混凝土造,83年8月1日,005,四層
RPPPMLOKMHKFFAO68CA,21,33.76,見其他登記事項,鋼筋混凝土造,83年8月1日,005
RPPPMLOKMHKFFAO68CA,21,18.27,共有部分,鋼筋混凝土造,83年8月1日,005
RPQPMLOKMHKFFAO78CA,31,77.48,國民住宅,鋼筋混凝土造,73年5月23日,005,二層
RPVOMLKKMHKFFAO78CA,7,226.46,見其他登記事項,鋼筋混凝土造,97年8月26日,026,二十五層 二十六層
RPVOMLKKMHKFFAO78CA,7,42.18,見其他登記事項,鋼筋混凝土造,97年8月26日,026
RPVOMLKKMHKFFAO78CA,7,38.95,見其他登記事項,鋼筋混凝土造,97年8月26日,026
RPVOMLKKMHKFFAO78CA,7,67.55,見其他登記事項,鋼筋混凝土造,97年8月26日,026
RPXNMLNKMHKFFAO56CA,5,112.57,見其他登記事項,鋼筋混凝土造,99年3月30日,010,二層
RPXNMLNKMHKFFAO56CA,5,38.75,見其他登記事項,鋼筋混凝土造,99年3月30日,010
RPXNMLNKMHKFFAO56CA,5,19.69,見其他登記事項,鋼筋混凝土造,99年3月30日,010
RPXNMLNKMHKFFAO56CA,5,.08,見其他登記事項,鋼筋混凝土造,99年3月30日,010,一層
RPXNMLNKMHKFFAO56CA,5,41.38,見其他登記事項,鋼筋混凝土造,99年3月30日,010
RPWOMLKKMHKFFAO88CA,,226.34,見其他登記事項,鋼筋混凝土造,103年11月11日,004,一層 二層 三層 四層 見其他登記事項
RPVNMLLLMHKFFAO88CA,4,100.56,見其他登記事項,見其他登記事項,100年7月13日,012,十一層
RPVNMLLLMHKFFAO88CA,4,67.88,共有部分,見其他登記事項,100年7月13日,014
RPVNMLTLMHKFFAO07CA,,128.77,見其他登記事項,鋼筋混凝土造,103年12月15日,012,一層
RPVNMLTLMHKFFAO07CA,,74.85,共有部分,鋼筋混凝土造,103年12月15日,012
RPVNMLTLMHKFFAO07CA,,30.87,共有部分,鋼筋混凝土造,103年12月15日,012
RPPOMLTLMHKFFAO56CA,,112.82,見其他登記事項,鋼筋混凝土造,103年12月15日,012,五層
RPPOMLTLMHKFFAO56CA,,57.52,共有部分,鋼筋混凝土造,103年12月15日,012
RPPOMLTLMHKFFAO56CA,,27.66,共有部分,鋼筋混凝土造,103年12月15日,012
RPQOMLTLMHKFFAO66CA,,85.17,見其他登記事項,鋼筋混凝土造,103年12月15日,012,五層
RPQOMLTLMHKFFAO66CA,,50.69,共有部分,鋼筋混凝土造,103年12月15日,012
RPQOMLTLMHKFFAO66CA,,20.88,共有部分,鋼筋混凝土造,103年12月15日,012
RPROMLTLMHKFFAO76CA,,112.82,見其他登記事項,鋼筋混凝土造,103年12月15日,012,七層
