編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQPMLPLLHKFFAD77CA,7,117.59,見其他登記事項,鋼筋混凝土造,96年12月27日,019,十九層
RPQPMLPLLHKFFAD77CA,7,91.57,共有部分,鋼筋混凝土造,96年12月27日,019
RPVNMLQLLHKFFAD18CA,22,195.99,住商用,鋼筋混凝土構造,82年4月1日,006,一層 二層 地下層
RPVNMLQLLHKFFAD18CA,22,72.06,共有部分,鋼筋混凝土構造,82年4月1日,006
RPXNMLQLLHKFFAD38CA,19,20.15,共有部分,鋼筋混凝土構造,85年2月13日,027
RPQOMLPLLHKFFAD67CA,33,77.43,住家用,鋼筋混凝土構造,71年6月3日,005,四層
RPQOMLPLLHKFFAD67CA,33,15.83,共有部分,鋼筋混凝土構造,71年6月3日,005
RPPNMLTKLHKFFAD77CA,22,72.71,住家用,鋼筋混凝土構造,82年1月8日,008,四層
RPPNMLTKLHKFFAD77CA,22,14.27,共有部分,鋼筋混凝土構造,82年1月8日,008
RPQNMLTKLHKFFAD87CA,31,162.68,住商用,鋼筋混凝土構造,72年12月10日,007,一層 二層 三層 地下層
RPWNMLTKLHKFFAD48CA,24,205.40,住家用,鋼筋混凝土構造,79年11月6日,003,一層 二層 三層 騎樓 夾層
RPVOMLTKLHKFFAD48CA,11,121.30,見其他登記事項,鋼筋混凝土構造,93年3月29日,010,騎樓 一層 二層
RPVOMLTKLHKFFAD48CA,11,45.49,共有部分,鋼筋混凝土構造,93年3月29日,011
RPPNMLKLLHKFFAD96CA,9,191.55,見其他登記事項,見其他登記事項,94年11月21日,004,一層 二層 三層 四層 屋頂突出物
RPUNMLSLLHKFFAD28CA,14,20.22,共有部分,鋼筋混凝土造,89年11月20日,014
RPUNMLSLLHKFFAD28CA,14,69.51,見其他登記事項,鋼筋混凝土造,89年11月20日,014,十一層
RPUOMLLMLHKFFAD77CA,21,20.73,住家用,鋼筋混凝土構造,83年5月28日,009,七層
RPUOMLLMLHKFFAD77CA,21,2.71,共有部分,鋼筋混凝土構造,83年5月28日,009
RPUOMLLMLHKFFAD77CA,21,3.44,共有部分,鋼筋混凝土構造,83年5月28日,009
RPVNMLLMLHKFFAD77CA,12,91.64,見其他登記事項,鋼筋混凝土構造,91年11月15日,011,五層
RPVNMLLMLHKFFAD77CA,12,42.65,共有部分,鋼筋混凝土構造,91年11月15日,011
RPXNMLLMLHKFFAD97CA,56,69.76,住家用,加強磚造,48年1月1日,002,一層 二層
RPQOMLTKLHKFFBD08CA,21,150.03,住家用,鋼筋混凝土造,83年1月17日,003,一層 二層 三層 屋頂突出物
