鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
嘉義市,土地,下路頭段751~780地號,36.84,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1782400,48382,,0.0,0,,RPROMLSKLHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿小雅路181~210號,4.64,住,,,10403,土地1建物1車位0,四層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820609,39.07,1,1,1,有,有,630000,16125,,0.0,0,,RPWNMLTKLHKFFAI98CA
嘉義市,房地(土地+建物),嘉義市嘉義巿福州八街1~30號,71.0,住,,,10403,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0930211,170.29,3,2,3,有,無,7600000,44630,,0.0,0,,RPXNMLKLLHKFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義巿友愛路481~510號,12.41,住,,,10403,土地1建物2車位0,十二層，夾層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,113.33,3,2,2,有,有,2900000,25591,,0.0,0,,RPVOMLOLLHKFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義巿長榮街151~180號,81.0,住,,,10403,土地2建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0641202,135.03,4,2,3,有,無,5500000,40732,,0.0,0,,RPRNMLLMLHKFFAI87CA
嘉義市,房地(土地+建物),嘉義市嘉義巿文化路1~30號,130.5,商,,,10403,土地2建物1車位0,一層，二層，三層，四層，見其他登記事項,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960824,251.71,3,2,4,有,無,19000000,75484,,0.0,0,,RPVOMLLMLHKFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義巿八德路271~300號,110.0,住,,,10312,土地1建物1車位0,一層，二層，三層，見其他登記事項,3,店面(店鋪),見其他登記事項,見其他登記事項,1030102,197.71,4,3,3,有,無,15700000,79409,,0.0,0,,RPQPMLOKMHKFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義巿自強街134巷31~60號,65.0,住,,,10402,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0670407,86.71,4,2,2,有,無,3000000,34598,,0.0,0,,RPSPMLOKMHKFFAI38CA
嘉義市,土地,下路頭段481~510地號,54.0,住,,,10402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,12963,,0.0,0,,RPTNMLTKLHKFFAI88EA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿蘭井街331~360號,19.42,商,,,10402,土地2建物1車位1,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841109,158.83,3,2,2,有,有,3500000,22036,坡道機械,0.0,0,,RPQNMLNLLHKFFAI08EA
嘉義市,房地(土地+建物),嘉義市嘉義巿立仁路10巷1~30號,172.0,住,,,10403,土地1建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1001025,424.82,19,0,19,有,無,23000000,54141,,0.0,0,,RPPNMLPLLHKFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義巿興達路481~510號,11.02,住,,,10402,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831125,110.10000000000001,3,2,2,有,有,2460000,22343,,0.0,0,,RPXNMLQLLHKFFAI88CA
嘉義市,土地,榮段四小段31~60地號,136.0,商,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20570000,151250,,0.0,0,,RPSOMLTKLHKFFAI68CA
嘉義市,土地,湖子內段湖內小段151~180地號,1526.0,農,,,10402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16156500,10587,,0.0,0,,RPQNMLKLLHKFFAI57CA
嘉義市,土地,西門段五小段61~90地號,50.0,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,160000,3200,,0.0,0,(包含)公共設施保留地之交易。,RPPNMLMLLHKFFAI67CA
嘉義市,土地,何庄段661~690地號,2650.0,農,,,10401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11150000,4208,,0.0,0,,RPOOMLQLLHKFFAI08CA
嘉義市,土地,何庄段661~690地號,2645.0,農,,,10401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11150000,4216,,0.0,0,,RPPOMLQLLHKFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義巿延平街271~300號,13.49,其他,,,10402,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670323,73.66,2,2,1,有,無,2200000,29867,,0.0,0,,RPSNMLRLLHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿興達路481~510號,11.66,住,,,10403,土地1建物1車位0,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831125,113.12,3,2,2,有,無,3000000,26521,,0.0,0,二親等間之買賣。,RPSNMLPLLHKFFAI28CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿志昇街91~120號,29.07,住,,,10402,土地2建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931103,187.89,3,2,2,有,有,3000000,15967,坡道平面,0.0,0,二親等之間買賣,RPVNMLNLLHKFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義巿林森東路211~240號,33.16,住,,,10402,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790112,152.8,3,2,2,有,有,2680000,17539,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLLJMHKFFAI67CA
嘉義市,土地,盧厝段331~360地號,258.0,住,,,10403,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5600000,21705,,0.0,0,,RPPNMLPJMHKFFAI87CA
嘉義市,房地(土地+建物),嘉義市嘉義巿忠順一街1~30號,6.73,商,,,10403,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820317,49.879999999999995,2,1,1,有,無,970000,19447,,0.0,0,,RPTNMLMJMHKFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義巿南京路61~90號,12.44,住,,,10403,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821118,124.83000000000001,3,2,2,有,有,2300000,18425,,0.0,0,,RPSOMLKMLHKFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義巿興村里溪興街231巷22弄1~30號,206.0,住,,,10403,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0730416,182.77,5,2,3,有,無,9500000,51978,,0.0,0,,RPXNMLOLLHKFFAI88EA
嘉義市,房地(土地+建物),嘉義市嘉義巿民生南路510巷1~30號,14.66,住,,,10402,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800515,72.00999999999999,2,1,1,有,有,1800000,24997,,0.0,0,,RPSNMLLMLHKFFAI18EA
嘉義市,房地(土地+建物),嘉義市嘉義巿頂福街42巷1~30號,66.0,住,,,10403,土地3建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,1030124,137.69,4,2,3,有,無,6660000,48370,,0.0,0,,RPTNMLNKMHKFFAI38EA
嘉義市,房地(土地+建物),嘉義市嘉義巿自強街84巷85弄1~30號,68.0,住,,,10403,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0670215,101.66,4,2,3,有,無,2400000,23608,,0.0,0,,RPVNMLOKMHKFFAI48CA
嘉義市,土地,竹圍子段91~120地號,25.0,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,60000,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLNLLHKFFAI48DA
嘉義市,土地,港子坪段1~30地號,26.0,住,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1513980,58230,,0.0,0,,RPVNMLKLMHKFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義巿永福三街1~30號,21.42,住,,,10403,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811114,91.49,3,1,2,有,無,2500000,27325,,0.0,0,,RPUNMLRLLHKFFAI88EA
嘉義市,土地,車店段車店小段901~930地號,210.0,住,,,10402,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9840000,46857,,0.0,0,,RPOOMLPLLHKFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義巿民生南路850巷1弄31~60號,146.0,住,,,10402,土地1建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,1031029,256.02,4,3,5,有,無,11000000,42965,,0.0,0,,RPPOMLPLLHKFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義巿光彩街571~600號,97.8,商,,,10402,土地6建物1車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1030624,352.91,10,2,12,有,無,29000000,82174,,0.0,0,,RPQOMLOLLHKFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義巿德安路1~30號,7.08,商,,,10403,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830701,81.68,3,1,1,有,有,2000000,24486,,0.0,0,,RPVNMLPLLHKFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義巿中山路1~30號,27.12,住,,,10403,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690527,119.27,3,2,2,有,有,3600000,30184,,0.0,0,,RPXNMLRLLHKFFAI98CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿永安街331~360號,32.98,住,,,10403,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931028,187.32,3,2,2,有,有,5360000,28614,坡道平面,0.0,0,,RPUNMLQJMHKFFAI48CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿文雅街116巷31~60號,21.18,住,,,10402,土地1建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850618,130.75,3,2,2,有,有,3800000,29063,坡道平面,0.0,0,,RPVNMLQJMHKFFAI58CA
嘉義市,土地,何庄段601~630地號,3533.92,農,,,10403,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23891650,6761,,0.0,0,,RPQNMLKMLHKFFAI87EA
嘉義市,房地(土地+建物),嘉義市嘉義巿忠孝北街33巷8弄1~30號,95.0,住,,,10402,土地1建物1車位0,全,3,透天厝,住家用,見其他登記事項,1011018,174.2,5,1,4,有,無,550000,3157,,0.0,0,二親等買賣,RPOOMLLJMHKFFAI67EA
嘉義市,房地(土地+建物),嘉義市嘉義巿義教街613巷121~150號,128.0,住,,,10403,土地1建物1車位0,全,4,透天厝,住家用,見其他登記事項,1030606,210.76,4,2,3,有,無,11980000,56842,,0.0,0,,RPROMLSKMHKFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義巿中興路271巷1弄1~30號,23.89,住,,,10402,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820723,133.32,3,2,2,有,有,4400000,33003,,0.0,0,,RPQOMLSKMHKFFAI48CA
嘉義市,土地,仁義段271~300地號,1228.97,農,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,1627,,0.0,0,,RPVNMLLLMHKFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義巿嘉北街12巷31~60號,14.87,住,,,10401,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791015,85.21,3,1,1,有,有,1880000,22063,,0.0,0,,RPWNMLRJMHKFFAI78CA
嘉義市,房地(土地+建物),嘉義市嘉義巿忠順一街1~30號,4.94,商,,,10403,土地1建物1車位0,七層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820317,36.05,1,0,1,有,有,700000,19417,,0.0,0,,RPRNMLSJMHKFFAI38CA
嘉義市,土地,車店段車店小段1051~1080地號,116.0,住,,,10402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6897000,59457,,0.0,0,,RPPNMLLKMHKFFAI57CA
嘉義市,房地(土地+建物),嘉義市嘉義巿小雅路181~210號,14.64,住,,,10403,土地1建物1車位0,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820609,122.56,3,1,1,有,有,1800000,14687,,0.0,0,,RPWNMLPKMHKFFAI88EA
嘉義市,土地,堀川段1~30地號,86.0,住,,,10401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,20930,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLRKMHKFFAI88EA
嘉義市,房地(土地+建物),嘉義市嘉義巿嘉北街97巷1~30號,15.16,住,,,10403,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801101,94.72,3,2,1,有,有,2650000,27977,,0.0,0,,RPRNMLPLLHKFFAI38EA
嘉義市,土地,新厝段571~600地號,18.5,農,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,345950,18700,,0.0,0,,RPQNMLQLLHKFFAI38EA
嘉義市,房地(土地+建物),嘉義市嘉義巿新建街95巷31~60號,118.0,住,,,10403,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0660201,137.52,4,2,3,有,無,5600000,40721,,0.0,0,,RPWNMLKMLHKFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義巿蘭井街151~180號,4.53,住,,,10403,土地1建物1車位0,一層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800104,30.150000000000002,1,1,1,有,無,880000,29187,,0.0,0,,RPPNMLSLLHKFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義巿金龍街31~60號,25.07,住,,,10403,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821217,114.16999999999999,3,2,2,有,有,2360000,20671,,0.0,0,,RPQNMLTLLHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿新民路416巷23弄1~30號,113.0,住,,,10403,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0800523,206.87,4,2,3,有,無,8500000,41089,,0.0,0,,RPUOMLKMLHKFFAI18CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿大雅路一段368巷50弄31~60號,224.45,住,,,10403,土地3建物1車位2,全,3,透天厝,見其他登記事項,見其他登記事項,1030805,293.06,4,2,4,有,無,16500000,56302,一樓平面,25.0,0,,RPSOMLLMLHKFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義巿信興街78巷1~30號,60.0,住,,,10403,土地1建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,0690916,130.08,4,2,4,有,無,5100000,39207,,0.0,0,,RPUNMLPLLHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿圓福街118巷2弄61~90號,117.0,住,,,10403,土地1建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,1031118,254.64,4,3,5,有,無,15200000,59692,,0.0,0,,RPPNMLQLLHKFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義巿蘭井街301~330號,3.42,商,,,10403,土地2建物1車位0,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840522,38.67,1,1,1,有,有,1190000,30773,,0.0,0,,RPUNMLQLLHKFFAI58CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿雙竹街1~30號,25.13,住,,,10403,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821117,132.3,3,2,1,有,有,3900000,29478,升降機械,0.0,0,,RPVNMLRLLHKFFAI78CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿世賢路一段631~660號,12.85,住,,,10402,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,133.13,3,2,2,有,有,3200000,24037,坡道機械,0.0,0,,RPWNMLRLLHKFFAI88CA
嘉義市,房地(土地+建物),嘉義市嘉義巿友孝路271~300號,13.33,住,,,10403,土地1建物2車位0,十層，夾層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,111.09,3,2,2,有,有,3300000,29706,,0.0,0,,RPQOMLKMLHKFFAI77CA
嘉義市,土地,西門段六小段31~60地號,19.0,商,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3500000,184211,,0.0,0,,RPOOMLRLLHKFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義巿義教街117巷61~90號,102.0,住,,,10403,土地1建物1車位0,全,1,透天厝,住家用,磚造,0660129,49.8,1,1,1,有,無,2500000,50201,,0.0,0,,RPRNMLRLLHKFFAI58EA
嘉義市,房地(土地+建物),嘉義市嘉義巿文化路211~240號,65.0,商,,,10403,土地1建物2車位0,一層，二層，騎樓,2,店面(店鋪),住商用,鋼筋混凝土加強磚造,0571025,163.18,5,2,5,有,無,24600000,150754,,0.0,0,急買急賣。,RPQOMLMJMHKFFAI97EA
嘉義市,房地(土地+建物),嘉義市嘉義巿世賢路一段631~660號,12.72,住,,,10403,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,141.20999999999998,3,2,2,有,有,3800000,26910,,0.0,0,,RPQNMLLKMHKFFAI67CA
嘉義市,土地,中山段三小段1~30地號,159.0,住,,,10402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26880000,169057,,0.0,0,,RPWNMLNKMHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿自由路481~510號,7.68,住,,,10403,土地1建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,93.06,2,1,1,有,無,2750000,29551,,0.0,0,,RPUNMLKMLHKFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義巿新民路391~420號,13.59,住,,,10402,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830704,95.78,2,2,1,有,有,2420000,25266,,0.0,0,,RPTPMLOKMHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿國揚四街1~30號,26.6,住,,,10403,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820325,134.12,3,2,2,有,無,3800000,28333,,0.0,0,,RPSNMLMLMHKFFAI08CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義巿德明路151~180號,10.12,住,,,10403,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,122.81,3,2,2,有,有,3300000,26871,坡道機械,0.0,0,,RPPNMLOKMHKFFAI87CA
嘉義市,房地(土地+建物),嘉義市嘉義巿光彩街211~240號,24.0,住,,,10403,土地2建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0821105,116.78,4,2,4,有,無,5350000,45813,,0.0,0,,RPUOMLSKMHKFFAI88CA
嘉義市,房地(土地+建物),嘉義市嘉義巿立仁路42巷1~30號,92.19,住,,,10403,土地0建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1040121,220.26000000000002,0,0,0,無,無,10120000,45946,,0.0,0,,RPWNMLQKMHKFFAI78CA
嘉義市,房地(土地+建物),嘉義市嘉義巿立仁路42巷1~30號,95.19,住,,,10103,土地3建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1040121,183.9,0,0,0,無,無,10120000,55030,,0.0,0,,RPWNMLMLMHKFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義巿立仁路42巷1~30號,89.19,住,,,10103,土地3建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1040121,220.09,0,0,0,無,無,9420000,42801,,0.0,0,,RPXNMLMLMHKFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義巿立仁路42巷1~30號,94.21,住,,,10403,土地3建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1040121,189.57,0,0,0,無,無,8600000,45366,,0.0,0,,RPOOMLMLMHKFFAI77CA
