編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,62.73,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,6.47,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,133.20,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,128.47,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,10.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,10.60,非都市：山坡地保育區 ; 非都市編定：交通用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,19.00,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,300.33,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,28.80,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,1530.33,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,40.27,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,253.80,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,37.80,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,965.53,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,6.80,非都市：山坡地保育區 ; 非都市編定：交通用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,108.27,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLMJMHKFFCC57DA,友蚋段樟空湖小段,2.13,非都市：山坡地保育區 ; 非都市編定：交通用地
RPSNMLRKMHKFFCC08CA,新城段,62.40,都市：農
RPSNMLRKMHKFFCC08CA,新城段,62.40,都市：農
RPTNMLRKMHKFFCC18CA,新城段,62.40,都市：農
RPRNMLRJMHKFFCC87CA,草濫段後旦旦小段,2968.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPVNMLKKMHKFFCC67CA,新會段,122.21,都市：住
RPPOMLMJMHKFFCC47EA,大德段,13.43,都市：住
RPPOMLMJMHKFFCC47EA,大德段,11.29,都市：住
RPWOMLMJMHKFFCC18EA,協和段,2.51,都市：住
RPWOMLMJMHKFFCC18EA,協和段,3.83,都市：住
RPXOMLMJMHKFFCC28EA,武嶺段,12.84,都市：住
RPTNMLOJNHKFFBC77CA,日新段五小段,16.10,都市：商
RPSNMLLJMHKFFCC37CA,觀音段,13.19,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,.51,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,.03,都市：其他
RPWNMLLJMHKFFCC77CA,麥金段,.02,都市：其他
RPWNMLLJMHKFFCC77CA,麥金段,.02,都市：其他
RPWNMLLJMHKFFCC77CA,麥金段,4.34,都市：其他
RPWNMLLJMHKFFCC77CA,麥金段,1.13,都市：其他
RPWNMLLJMHKFFCC77CA,麥金段,14.12,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,1.31,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,20.21,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,.34,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,.31,都市：住
RPWNMLLJMHKFFCC77CA,麥金段,.06,都市：住
RPVNMLMJMHKFFCC77CA,友蚋段港口小段,177.00,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPTNMLLMLHKFFCC67CA,源遠段,.02,都市：住
RPTNMLLMLHKFFCC67CA,源遠段,23.00,都市：住
RPOOMLLJMHKFFBC96CA,延年段,25.25,都市：住
RPOOMLLJMHKFFBC96CA,延年段,1.75,都市：住
RPRNMLRJMHKFFBC77CA,港濱段,15.67,都市：住
RPSNMLLJMHKFFBC27CA,祥豐段,.06,都市：住
RPSNMLLJMHKFFBC27CA,深美段,6.69,都市：住
RPSNMLLJMHKFFBC27CA,深美段,.04,都市：其他
RPSNMLLJMHKFFBC27CA,深美段,.35,都市：住
RPTNMLLJMHKFFBC37CA,調和段,16.96,都市：其他
RPTNMLLJMHKFFBC37CA,調和段,.01,都市：其他
RPTNMLLJMHKFFBC37CA,調和段,.00,都市：住
