編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPOOMLSJMHKFFCN88CA,1,206.60,住家用,鋼筋混凝土造,103年11月20日,004,一層 二層 三層 四層
RPPPMLSJMHKFFCN09CA,1,206.60,住家用,鋼筋混凝土造,103年11月20日,004,一層 二層 三層 四層
RPQPMLSJMHKFFCN56CA,1,193.82,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPRNMLNLLHKFFCN68CA,20,79.47,住商用,鋼筋混凝土造,84年8月11日,008,一層 二層 騎樓
RPRNMLNLLHKFFCN68CA,20,11.75,見其他登記事項,鋼筋混凝土造,84年8月11日,008
RPVNMLOKMHKFFAN98CA,33,73.75,住家用,鋼筋混凝土造,71年4月28日,005,二層
RPOOMLLJMHKFFAN97CA,9,85.49,見其他登記事項,見其他登記事項,94年11月29日,001,一層
RPPNMLLMLHKFFAN18CA,26,119.96,住家用,鋼筋混凝土造,77年8月25日,005,四層
RPPNMLLMLHKFFAN18CA,26,17.52,見其他登記事項,鋼筋混凝土造,77年8月25日,005
RPWNMLQLLHKFFAN66CA,21,77.29,住家用,鋼筋混凝土造,82年11月10日,012,四層
RPWNMLQLLHKFFAN66CA,21,12.55,見其他登記事項,鋼筋混凝土造,82年11月10日,012
RPWNMLQLLHKFFAN66CA,21,7.62,見其他登記事項,鋼筋混凝土造,82年11月10日,012
RPPNMLNLLHKFFAN28CA,14,170.23,住家用,鋼筋混凝土造,89年11月23日,003,一層 二層 三層
RPOOMLOKMHKFFAN38CA,24,8.98,住家用,鋼筋混凝土造,80年4月22日,007,地下層
RPOOMLOKMHKFFAN38CA,24,44.73,見其他登記事項,鋼筋混凝土造,80年4月22日,007
RPOOMLOKMHKFFAN38CA,24,111.14,住家用,鋼筋混凝土造,80年4月22日,007,四層
RPOOMLOKMHKFFAN38CA,24,25.90,見其他登記事項,鋼筋混凝土造,80年4月22日,007
RPQNMLNKMHKFFAN38CA,36,145.32,住家用,鋼筋混凝土加強磚造,68年8月29日,002,一層 二層
RPUNMLKKMHKFFAN48CA,17,.20,見其他登記事項,鋼筋混凝土造,86年10月20日,013,一層
RPUNMLKKMHKFFAN48CA,17,79.00,住家用,鋼筋混凝土造,86年10月20日,013,三層
RPWNMLRJMHKFFAN66CA,39,139.36,住商用,加強磚造,65年5月13日,002,一層 二層 騎樓
RPTNMLOLLHKFFCN98CA,,152.08,住家用,鋼筋混凝土造,103年11月12日,003,一層 二層 三層
RPTNMLKLLHKFFCN58CA,,167.72,見其他登記事項,鋼筋混凝土造,103年10月8日,003,一層 二層 三層 屋頂突出物
RPQNMLNLLHKFFCN58CA,34,120.16,住商用,鋼筋混凝土加強磚造,70年5月12日,002,一層 二層 騎樓
RPTNMLTJMHKFFCN76CA,,142.52,住家用,鋼筋混凝土造,103年11月17日,003,一層 二層 三層 見其他登記事項
RPVNMLTJMHKFFCN96CA,,142.52,住家用,鋼筋混凝土造,103年11月17日,003,一層 二層 三層 見其他登記事項
RPPNMLKKMHKFFCN18CA,20,175.57,住家用,鋼筋混凝土造,83年12月1日,004,一層 二層 三層 四層
RPPOMLSJMHKFFCN98CA,,198.13,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPQOMLSJMHKFFCN09CA,1,179.46,住家用,鋼筋混凝土造,103年11月20日,004,一層 二層 三層 四層
RPTNMLNKMHKFFCN88CA,16,123.42,住家用,鋼筋混凝土造,88年1月14日,006,一層
RPTNMLNKMHKFFCN88CA,16,65.24,見其他登記事項,鋼筋混凝土造,88年1月14日,008
RPPNMLMJMHKFFDN38CA,20,167.68,住家用,鋼筋混凝土造,84年7月21日,004,一層 二層 三層 四層
RPPNMLSJNHKFFEN56CA,15,77.40,工業用,鋼骨混凝土造,89年8月24日,001,一層
RPQNMLOLLHKFFFN98CA,21,153.48,住家用,鋼筋混凝土造,82年12月15日,004,一層 二層 三層 四層
RPRNMLOLLHKFFFN09CA,29,117.88,住商用,鋼筋混凝土造,75年3月13日,002,一層 二層 騎樓
RPRNMLMJMHKFFEN68CA,23,197.95,住家用,鋼筋混凝土造,81年7月10日,003,一層 二層 三層 騎樓
RPSNMLMJMHKFFEN78CA,24,296.70,住工用,鋼筋混凝土造,79年10月6日,003,一層 二層 三層
RPQNMLNLLHKFFDN78DA,10,157.45,住家用,鋼筋混凝土造,94年3月31日,003,一層 二層 三層
RPQNMLLJMHKFFGN78DA,28,1514.01,見其他登記事項,見其他登記事項,76年4月12日,001,一層
RPRNMLLJMHKFFFN78DA,1,178.85,住宅,鋼筋混凝土造,103年6月6日,003,一層 二層 三層 見其他登記事項
RPTNMLLJMHKFFFN98DA,1,196.95,住宅,鋼筋混凝土造,103年6月6日,004,一層 二層 三層 四層
RPPNMLPLLHKFFHN56CA,1,160.58,見其他登記事項,鋼筋混凝土造,103年6月5日,003,一層 二層 三層 屋頂突出物
RPQNMLPLLHKFFHN66CA,1,168.93,見其他登記事項,鋼筋混凝土造,103年6月5日,003,一層 二層 三層 屋頂突出物
RPXNMLOKMHKFFGN17CA,18,190.69,住家用,鋼筋混凝土造,85年11月1日,004,一層 二層 三層 四層
RPPNMLRKMHKFFEN09CA,35,110.70,住商用,鋼筋混凝土加強磚造,69年2月13日,002,騎樓 一層 二層
RPOOMLOLLHKFFGN98CA,12,143.10,住家用,鋼筋混凝土造,92年5月7日,003,一層 二層 三層
RPQNMLLJMHKFFDN38CA,1,318.26,住家用,鋼筋混凝土造,103年5月29日,004,一層 二層 三層 四層
RPVNMLSJMHKFFDN96CA,30,84.31,住家用,鋼筋混凝土造,73年12月13日,005,五層
RPTPMLTJMHKFFDN07CA,19,129.65,住家用,鋼筋混凝土造,85年6月28日,003,一層 二層 三層
RPRNMLKKMHKFFDN48CA,,177.85,住家用,鋼筋混凝土造,103年10月28日,004,一層 二層 三層 四層
RPSNMLKKMHKFFDN58CA,,177.85,住家用,鋼筋混凝土造,103年10月28日,004,一層 二層 三層 四層
RPQNMLOLLHKFFDN78CA,10,174.43,住商用,鋼筋混凝土造,94年7月6日,004,一層 二層 三層 四層 騎樓
RPUNMLNLLHKFFBN88CA,,231.21,見其他登記事項,鋼筋混凝土造,104年1月8日,003,一層 二層 三層 見其他登記事項
RPUNMLMJMHKFFBN68CA,16,159.43,見其他登記事項,鋼筋混凝土造,88年4月30日,004,一層 二層 三層 四層
RPRNMLNLMHKFFBN68CA,18,155.77,住家用,鋼筋混凝土造,85年12月2日,003,一層 二層 三層
RPSOMLRJMHKFFAN98CA,45,52.16,住家用,鋼筋混凝土加強磚造,58年9月12日,001,一層
RPROMLQKMHKFFAN88CA,35,104.20,住商用,鋼筋混凝土造,69年2月5日,003,一層 二層 三層
RPRNMLPLLHKFFAN68CA,,194.00,見其他登記事項,鋼筋混凝土造,103年10月21日,003,一層 二層 三層 屋頂突出物
RPUNMLRLLHKFFAN56CA,47,55.68,住家用,鋼筋混凝土加強磚造,57年5月2日,003,一層
RPSOMLRLLHKFFAN09CA,,395.20,見其他登記事項,鋼筋混凝土造,103年10月17日,005,一層 二層 三層 四層 五層 騎樓
RPTOMLRLLHKFFAN56CA,,307.08,見其他登記事項,鋼筋混凝土造,103年10月17日,005,一層 二層 三層 四層 五層 騎樓
RPUOMLRLLHKFFAN66CA,,307.08,見其他登記事項,鋼筋混凝土造,103年10月17日,005,一層 二層 三層 四層 五層 騎樓
RPVOMLRLLHKFFAN76CA,,275.86,見其他登記事項,鋼筋混凝土造,103年10月17日,005,一層 二層 三層 四層 五層
RPPNMLNJMHKFFAN18CA,33,89.23,住家用,鋼筋混凝土造,70年12月29日,005,三層
RPQNMLRJMHKFFAN68CA,27,93.56,住家用,鋼筋混凝土造,77年5月13日,005,五層
RPQNMLRJMHKFFAN68CA,27,12.81,見其他登記事項,鋼筋混凝土造,77年5月13日,005
RPSNMLOKMHKFFBN78CA,2,213.51,住家用,鋼筋混凝土造,101年10月1日,004,一層 二層 三層 四層
RPPNMLRLLHKFFBN78CA,41,90.00,住家用,鋼筋混凝土加強磚造,63年1月1日,002,一層 二層
RPQOMLKLMHKFFAN28CA,1,284.57,見其他登記事項,鋼筋混凝土造,103年4月2日,004,一層 二層 三層 四層 屋頂突出物 騎樓
RPRNMLPLLHKFFDN98CA,,83.50,見其他登記事項,鋼筋混凝土造,103年12月16日,004,一層 二層 三層 四層
RPRNMLPLLHKFFDN98CA,,83.50,見其他登記事項,鋼筋混凝土造,103年12月16日,004,一層 二層 三層 四層
RPPNMLKMLHKFFDN38CA,34,112.53,住家用,加強磚造,69年12月19日,002,一層 二層 騎樓
RPPNMLQLLHKFFDN88CA,31,127.56,住家用,鋼筋混凝土造,73年7月12日,003,一層 二層 三層 騎樓
RPVNMLRJMHKFFCN76CA,18,173.85,見其他登記事項,鋼筋混凝土造,86年3月21日,007,一層 二層 三層 騎樓
RPVNMLRJMHKFFCN76CA,18,59.47,見其他登記事項,鋼筋混凝土造,86年3月21日,007
RPROMLSJMHKFFCN56CA,,194.59,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPSOMLSJMHKFFCN66CA,1,167.98,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPTOMLSJMHKFFCN76CA,1,206.60,住家用,鋼筋混凝土造,103年11月20日,004,一層 二層 三層 四層
RPSNMLRLLHKFFCN56CA,22,224.11,住家用,鋼筋混凝土造,82年1月20日,004,一層 二層 三層 四層 騎樓
RPSNMLPLLHKFFCN98CA,,167.72,見其他登記事項,鋼筋混凝土造,103年10月8日,003,一層 二層 三層 屋頂突出物
RPVNMLPLLHKFFCN66CA,,171.15,見其他登記事項,鋼筋混凝土造,103年10月8日,003,一層 二層 三層 屋頂突出物
RPPOMLOLLHKFFGN09CA,12,140.85,住家用,鋼筋混凝土造,92年5月7日,003,一層 二層 三層
RPQNMLRLLHKFFHN86CA,,178.44,住家用,鋼筋混凝土造,103年10月29日,004,一層 二層 三層 四層
RPUNMLPLLHKFFCN66DA,32,158.10,住商用,鋼筋混凝土加強磚造,71年12月9日,003,一層 二層 三層 騎樓
RPQNMLQLLHKFFFN66DA,17,165.10,住商用,鋼筋混凝土造,86年11月17日,003,一層 二層 三層 騎樓
RPRNMLQLLHKFFFN76DA,19,143.82,住家用,鋼筋混凝土造,85年4月6日,003,一層 二層 三層 騎樓
RPPNMLRLLHKFFDN09DA,28,73.69,住家用,鋼筋混凝土造,75年11月25日,005,三層
RPPNMLRLLHKFFDN09DA,28,5.98,見其他登記事項,鋼筋混凝土造,75年11月25日,
RPPNMLRLLHKFFDN09DA,28,7.25,見其他登記事項,鋼筋混凝土造,75年11月25日,
RPUNMLKLMHKFFAN68DA,35,95.06,住家用,加強磚造,69年6月18日,002,一層 二層
RPUNMLKLMHKFFAN68DA,35,93.06,住家用,加強磚造,69年6月18日,002,一層 二層
RPQNMLKMLHKFFGN78CA,31,101.40,住家用,加強磚造,73年5月15日,002,一層 二層
RPWOMLRLLHKFFAN96DA,21,271.94,見其他登記事項,鋼筋混凝土造,82年10月18日,005,一層 二層 三層 四層 五層 地下層
RPWOMLRLLHKFFAN96DA,21,.61,見其他登記事項,鋼筋混凝土造,83年1月8日,007,一層
RPWOMLRLLHKFFAN96DA,21,2.82,見其他登記事項,鋼筋混凝土造,83年1月8日,007,二層
RPWOMLRLLHKFFAN96DA,21,1.36,見其他登記事項,鋼筋混凝土造,83年1月8日,007,二層
RPQNMLQLLHKFFAN78DA,32,78.25,住家用,鋼筋混凝土造,71年11月18日,007,五層
RPQNMLQLLHKFFAN78DA,32,7.60,見其他登記事項,鋼筋混凝土造,71年11月18日,007
RPWNMLLJMHKFFFN56CA,10,197.76,住家用,鋼筋混凝土造,94年3月22日,003,一層 二層 三層
RPRNMLRLLHKFFEN66CA,24,158.71,住商用,鋼筋混凝土造,79年10月18日,003,一層 二層 三層 騎樓
RPPNMLKMLHKFFEN48CA,36,116.86,住家用,鋼筋混凝土加強磚造,68年8月1日,002,一層 二層
RPXOMLTJMHKFFDN37CA,,164.25,見其他登記事項,鋼筋混凝土造,104年1月14日,003,一層 二層 三層 屋頂突出物
RPOPMLTJMHKFFDN56CA,,163.94,見其他登記事項,鋼筋混凝土造,104年1月14日,003,一層 二層 三層 屋頂突出物
RPPPMLTJMHKFFDN66CA,,164.25,見其他登記事項,鋼筋混凝土造,104年1月14日,003,一層 二層 三層 屋頂突出物
RPQPMLTJMHKFFDN76CA,,164.25,見其他登記事項,鋼筋混凝土造,104年1月14日,003,一層 二層 三層 屋頂突出物
RPRNMLRLLHKFFCN09CA,1,172.18,見其他登記事項,鋼筋混凝土造,102年11月20日,004,一層 二層 三層 四層
RPUNMLRJMHKFFCN66CA,34,206.19,住家用,見其他登記事項,69年12月4日,002,一層 二層
RPQNMLKKMHKFFBN18CA,39,108.80,住商用,鋼筋混凝土加強磚造,65年6月5日,002,一層 二層 騎樓
RPROMLRLLHKFFAN98CA,,217.52,見其他登記事項,鋼筋混凝土造,103年10月1日,005,一層 二層 三層 四層 見其他登記事項
RPROMLRLLHKFFAN98CA,,.35,見其他登記事項,鋼筋混凝土造,103年10月1日,001,一層
RPRNMLLJMHKFFAN18CA,44,87.60,住家用,加強磚造,59年10月9日,002,一層 二層
RPTOMLRJMHKFFAN09CA,9,147.77,見其他登記事項,鋼筋混凝土造,95年4月7日,004,一層 二層 三層 四層
RPROMLKKMHKFFAN28CA,1,226.32,見其他登記事項,鋼筋混凝土造,102年10月8日,004,一層 二層 三層 四層
RPPOMLLJMHKFFAN08CA,17,252.86,見其他登記事項,鋼筋混凝土造,87年7月23日,004,一層 二層 三層 四層 騎樓 地下層
RPPOMLLJMHKFFAN08CA,17,.04,見其他登記事項,鋼筋混凝土造,87年7月23日,
RPUNMLLMLHKFFAN68CA,38,175.14,住商用,混凝土造,66年4月2日,003,一層 二層 三層 騎樓
RPPOMLRLLHKFFAN78CA,35,135.78,住家用,鋼筋混凝土造,69年2月12日,003,一層 二層 三層
RPRNMLSJMHKFFAN88CA,,206.57,見其他登記事項,鋼筋混凝土造,103年12月12日,004,一層 二層 三層 四層 騎樓
RPUNMLLLMHKFFAN68CA,26,99.44,住家用,加強磚造,78年6月20日,001,一層
RPQNMLRLLHKFFDN09CA,21,187.06,住家用,鋼筋混凝土造,83年5月30日,005,一層 二層 三層 四層 五層
RPRNMLRLLHKFFDN56CA,21,187.06,住家用,鋼筋混凝土造,83年5月30日,005,一層 二層 三層 四層 五層
RPWNMLKMLHKFFDN09CA,43,99.20,住家用,磚造,61年7月1日,002,一層 二層 騎樓
RPUNMLMJMHKFFDN88CA,1,111.83,見其他登記事項,鋼筋混凝土造,103年8月26日,003,一層 二層 三層 屋頂突出物
RPTNMLOLMHKFFDN56CA,,245.22,見其他登記事項,鋼筋混凝土造,103年9月19日,004,一層 二層 三層 四層 騎樓 見其他登記事項
RPQNMLMJMHKFFFN68CA,34,101.76,住家用,加強磚造,69年11月2日,002,一層 二層
RPPNMLRLLHKFFFN56CA,19,195.57,農舍,鋼筋混凝土造,84年9月29日,001,一層 屋頂突出物
RPPNMLKKMHKFFEN38CA,23,121.77,住家用,鋼筋混凝土造,81年8月21日,003,一層 二層 三層
RPWNMLRLLHKFFAN86DA,23,164.59,住家用,鋼筋混凝土造,81年6月30日,003,一層 二層 三層
RPTOMLKMLHKFFAN68DA,,266.41,見其他登記事項,鋼筋混凝土造,103年12月30日,004,一層 二層 三層 四層 屋頂突出物 騎樓
RPPNMLLJMHKFFHN68CA,20,145.61,住家用,鋼筋混凝土造,84年1月10日,003,一層 二層 三層
RPUNMLRJMHKFFHN17CA,40,161.40,住家用,磚造,64年3月8日,002,一層 二層 騎樓
RPTNMLKMMHKFFHN66CA,,188.45,見其他登記事項,鋼筋混凝土造,104年1月20日,003,一層 二層 三層 屋頂突出物
SPTNMLKMMHKFFHN76CA,,188.40,見其他登記事項,鋼筋混凝土造,104年1月20日,003,一層 二層 三層 屋頂突出物
RPQNMLMLMHKFFHN09CA,,267.76,見其他登記事項,鋼筋混凝土造,104年2月2日,004,一層 二層 三層 四層
RPPNMLOKMHKFFFN88CA,1,187.72,住宅,鋼筋混凝土造,103年5月29日,004,一層 二層 三層 四層
RPUNMLLMLHKFFFN56CA,9,310.57,住商用,鋼筋混凝土造,94年12月23日,003,一層 二層 三層 騎樓 見其他登記事項
RPQNMLMLMHKFFFN88CA,,243.75,見其他登記事項,鋼筋混凝土造,103年9月5日,004,一層 二層 三層 四層
RPRNMLMLMHKFFFN98CA,,243.63,見其他登記事項,鋼筋混凝土造,103年9月5日,004,一層 二層 三層 四層
RPVNMLMLMHKFFDN56CA,33,192.10,住商用,鋼筋混凝土造,70年12月28日,002,一層 二層
RPQNMLQKMHKFFDN98CA,20,91.28,住家用,鋼筋混凝土造,84年7月7日,008,一層 二層 騎樓
RPXNMLRJMHKFFDN07CA,,159.37,住家用,鋼筋混凝土造,103年9月23日,004,一層 二層 三層 四層
RPXNMLKMLHKFFDN56CA,23,20.09,住家用,鋼筋混凝土造,81年6月13日,008,五層
RPXNMLKMLHKFFDN56CA,23,9.35,見其他登記事項,鋼筋混凝土造,81年6月13日,008
RPTNMLKMLHKFFDN78CA,,167.01,見其他登記事項,鋼筋混凝土造,103年12月16日,004,一層 二層 三層 四層
RPTNMLKKMHKFFDN68CA,6,225.61,見其他登記事項,鋼筋混凝土造,97年11月21日,005,一層 二層 三層 四層 五層
RPOOMLKKMHKFFDN28CA,7,162.15,住家用,鋼筋混凝土造,97年4月3日,003,一層 二層 三層 屋頂突出物
RPOOMLKKMHKFFDN28CA,7,.20,見其他登記事項,鋼筋混凝土造,97年4月3日,001,一層
RPVNMLNKMHKFFCN09CA,37,98.98,住家用,加強磚造,67年7月14日,002,一層 二層 騎樓
RPVNMLNLMHKFFCN56CA,,174.00,見其他登記事項,鋼筋混凝土造,103年12月11日,004,一層 二層 三層 四層
RPUOMLSJMHKFFCN86CA,1,192.43,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPTOMLNKMHKFFAN78CA,33,121.40,住商用,鋼筋混凝土造,71年4月12日,003,一層 二層 三層
RPRNMLLLMHKFFAN38CA,9,187.75,住家用,鋼筋混凝土造,95年2月9日,004,一層 二層 三層 四層
RPTNMLMJMHKFFBN58CA,2,395.73,見其他登記事項,鋼筋混凝土造,101年10月5日,004,一層 二層 三層 四層
RPQNMLKMLHKFFBN28CA,6,187.09,見其他登記事項,鋼筋混凝土造,98年2月4日,004,一層 二層 三層 四層
RPSNMLKMLHKFFBN48CA,,225.84,見其他登記事項,鋼筋混凝土造,104年1月8日,003,一層 二層 三層 見其他登記事項
RPQNMLLMLHKFFBN38CA,34,101.20,見其他登記事項,鋼筋混凝土加強磚造,69年9月15日,002,一層 二層 騎樓
RPQNMLKLMHKFFBN28CA,41,162.70,住商用,鋼筋混凝土加強磚造,63年7月25日,002,一層 二層 騎樓
RPRNMLKLMHKFFBN38CA,33,179.88,住商用,鋼筋混凝土加強磚造,70年12月28日,003,一層 二層 三層 騎樓
RPRNMLOKMHKFFBN68CA,18,92.42,住家用,鋼筋混凝土造,85年9月23日,013,十三層
