編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLOKMHKFFBN68CA,18,19.24,見其他登記事項,鋼筋混凝土造,85年9月23日,013
RPQNMLSJMHKFFBN88CA,10,173.97,住家用,鋼筋混凝土造,94年7月15日,004,一層 二層 三層 四層
RPPNMLTJMHKFFBN88CA,19,181.83,見其他登記事項,鋼筋混凝土造,84年11月27日,004,一層 二層 三層 四層 地下層
RPPNMLTJMHKFFBN88CA,19,23.23,見其他登記事項,鋼筋混凝土造,84年11月27日,Z
RPVOMLRJMHKFFAN66CA,21,119.85,住家用,鋼骨鋼筋混凝土造,83年1月12日,012,八層
RPVOMLRJMHKFFAN66CA,21,25.92,見其他登記事項,鋼骨混凝土造,83年1月12日,012
RPWNMLKLMHKFFAN78CA,35,158.80,住家用,鋼筋混凝土加強磚造,69年5月27日,002,一層 二層
RPXNMLNKMHKFFAN09CA,25,133.60,住家用,鋼筋混凝土造,79年6月26日,011,四層
RPXNMLNKMHKFFAN09CA,25,4.51,見其他登記事項,鋼筋混凝土造,79年6月26日,011
RPVNMLLMLHKFFAN78CA,26,115.64,住家用,鋼筋混凝土造,77年9月14日,003,一層 二層 三層 騎樓
RPQOMLLJMHKFFAN18CA,4,258.27,見其他登記事項,鋼筋混凝土造,100年7月12日,002,一層 二層
RPPPMLRJMHKFFAN78CA,,180.07,見其他登記事項,鋼筋混凝土造,103年9月2日,003,一層 二層 三層 屋頂突出物 騎樓
RPROMLRLMHKFFBN56CA,,181.26,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPSOMLRLMHKFFBN66CA,,185.15,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPTOMLRLMHKFFBN76CA,,179.48,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPUOMLRLMHKFFBN86CA,,181.26,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPVOMLRLMHKFFBN96CA,,181.26,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
SPVOMLRLMHKFFBN07CA,,185.61,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPUNMLTLMHKFFBN96CA,,175.39,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPPNMLLLMHKFFAN18CA,34,27.70,農舍,加強磚造,70年5月21日,001,一層
RPVOMLSJMHKFFCN96CA,,192.45,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPWOMLSJMHKFFCN07CA,1,206.60,住家用,鋼筋混凝土造,103年11月20日,004,一層 二層 三層 四層
RPXOMLSJMHKFFCN17CA,,192.44,見其他登記事項,鋼筋混凝土造,103年11月20日,003,一層 二層 三層 見其他登記事項
RPSPMLTJMHKFFDN96CA,35,217.32,住商用,鋼筋混凝土加強磚造,68年11月22日,004,一層 二層 三層 四層 騎樓
RPPNMLLMLHKFFDN48CA,41,89.78,住家用,鋼筋混凝土加強磚造,62年12月11日,002,一層 二層
RPQNMLLMLHKFFDN58CA,28,123.51,住家用,加強磚造,76年3月25日,002,一層 二層
RPRNMLNLMHKFFDN88CA,,195.56,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層
RPSNMLNLMHKFFDN98CA,,195.56,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層
RPQNMLKLMHKFFDN48CA,31,136.35,住家用,鋼筋混凝土造,72年12月17日,003,一層 二層 三層
RPRNMLKLMHKFFDN58CA,1,48.00,農舍,見其他登記事項,103年10月13日,001,一層
RPPNMLLMLHKFFEN58CA,35,94.48,住商用,鋼筋混凝土加強磚造,68年12月27日,002,一層 二層 騎樓
RPSNMLMLMHKFFFN09CA,,243.75,見其他登記事項,鋼筋混凝土造,103年9月5日,004,一層 二層 三層 四層
RPTNMLMLMHKFFFN56CA,1,243.75,見其他登記事項,鋼筋混凝土造,103年9月5日,004,一層 二層 三層 四層
RPRNMLPKMHKFFHN76CA,7,235.90,見其他登記事項,鋼筋混凝土造,97年7月10日,004,一層 二層 三層 四層
RPPNMLMJMHKFFHN78CA,21,76.78,住家用,鋼筋混凝土造,83年1月14日,007,四層
RPTNMLLMLHKFFFN56DA,34,101.16,住商用,加強磚造,69年10月23日,002,一層 二層
RPSNMLNKMHKFFHN66CA,11,198.10,住家用,鋼筋混凝土造,93年8月12日,004,一層 二層 三層 四層
RPTNMLLJMHKFFAN48DA,42,377.79,住商用,鋼筋混凝土加強磚造,62年1月10日,004,一層 二層 三層 四層 騎樓
RPPNMLMJMHKFFEN48CA,1,157.99,住家用,鋼筋混凝土造,103年9月17日,003,一層 二層 三層
RPPNMLOLMHKFFDN78CA,20,86.51,住家用,鋼筋混凝土造,84年7月7日,008,八層
RPPNMLOLMHKFFDN78CA,20,19.59,見其他登記事項,鋼筋混凝土造,84年7月7日,008
RPPNMLOLMHKFFDN78CA,20,14.32,見其他登記事項,鋼筋混凝土造,84年7月7日,008
RPRNMLLJMHKFFDN48CA,15,93.08,住家用,鋼筋混凝土造,88年12月3日,004,一層 二層 三層 四層
RPRNMLLJMHKFFDN48CA,15,93.08,住家用,鋼筋混凝土造,88年12月3日,004,一層 二層 三層 四層
RPRNMLNKMHKFFDN78CA,8,145.71,住家用,鋼筋混凝土造,96年7月25日,003,一層 二層 三層 屋頂突出物
RPOPMLKLMHKFFAN18CA,41,103.05,住家用,鋼筋混凝土加強磚造,63年8月12日,003,一層 二層 三層
RPRNMLMJMHKFFBN38CA,34,105.20,住家用,加強磚造,69年12月30日,002,一層 二層
RPSNMLMJMHKFFBN48CA,20,77.30,住家用,鋼筋混凝土造,84年8月23日,005,一層
RPSNMLMJMHKFFBN48CA,20,24.28,見其他登記事項,鋼筋混凝土造,84年8月23日,005
RPWNMLTLMHKFFBN17CA,,169.36,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPPOMLTLMHKFFBN56CA,,173.91,見其他登記事項,鋼筋混凝土造,103年9月30日,003,一層 二層 三層 見其他登記事項
RPSOMLPKMHKFFBN98CA,28,144.00,住商用,鋼筋混凝土造,76年2月20日,004,一層 二層 三層 四層
RPPNMLQKMHKFFBN68CA,19,167.22,住家用,鋼筋混凝土造,85年9月2日,003,一層 二層 三層
RPXNMLMJMHKFFBN98CA,1,229.45,見其他登記事項,鋼筋混凝土造,103年8月5日,003,一層 二層 三層 見其他登記事項
RPPNMLKKMHKFFBN08CA,18,169.62,住家用,鋼筋混凝土造,86年5月15日,004,一層 二層 三層 四層 騎樓
RPXNMLPKMHKFFBN76CA,,213.49,住家用,鋼筋混凝土造,104年1月30日,004,一層 二層 三層 四層
RPOOMLPKMHKFFBN58CA,,213.49,住家用,鋼筋混凝土造,104年1月30日,004,一層 二層 三層 四層
RPOPMLRJMHKFFAN68CA,37,98.80,住家用,鋼筋混凝土加強磚造,67年1月11日,002,一層 二層
RPQOMLRJMHKFFAN78CA,,286.53,見其他登記事項,見其他登記事項,103年8月15日,001,一層
RPRNMLMJMHKFFAN28CA,45,48.01,住家用,鋼筋混凝土加強磚造,58年12月2日,001,一層
