編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPWNMLQKLHKFFBC18CA,29,71.16,商業用,鋼筋混凝土造,74年11月26日,005,一層 騎樓
RPWNMLQKLHKFFBC18CA,29,6.44,共用部份,鋼筋混凝土造,74年11月26日,005
RPUNMLNLLHKFFCC87CA,2,170.09,見其他登記事項,鋼筋混凝土造,102年6月26日,003,一層 二層 三層 見其他登記事項
RPUNMLNLLHKFFCC87CA,2,24.39,見其他登記事項,鋼筋混凝土造,102年6月26日,003
RPUNMLNLLHKFFCC87CA,2,60.14,見其他登記事項,鋼筋混凝土造,102年6月26日,003
RPVNMLNLLHKFFCC97CA,2,168.20,見其他登記事項,鋼筋混凝土造,102年6月26日,003,一層 二層 三層 見其他登記事項
RPVNMLNLLHKFFCC97CA,2,24.16,見其他登記事項,鋼筋混凝土造,102年6月26日,003
RPVNMLNLLHKFFCC97CA,2,67.58,見其他登記事項,鋼筋混凝土造,102年6月26日,003
RPSNMLPLLHKFFBC77CA,17,48.79,住家用,鋼筋混凝土造,86年11月21日,018,一層
RPSNMLPLLHKFFBC77CA,17,7.71,共用部份,鋼筋混凝土造,86年11月21日,018
RPSNMLPLLHKFFBC77CA,17,4.29,共用部份,鋼筋混凝土造,86年11月21日,021
RPXNMLTKLHKFFBC58CA,29,112.99,住家用,鋼筋混凝土造,74年7月18日,004,四層
RPOOMLTKLHKFFBC77CA,18,79.48,住家用,鋼筋混凝土造,85年11月19日,005,二層
RPOOMLTKLHKFFBC77CA,18,24.28,共用部份,鋼筋混凝土造,85年11月19日,005
RPPOMLTKLHKFFBC87CA,16,104.96,共用部份,鋼筋混凝土造,88年1月14日,016
RPSOMLTKLHKFFBC18CA,19,64.19,住家用,鋼筋混凝土造,85年1月24日,007,七層
RPSOMLTKLHKFFBC18CA,19,13.09,共用部份,鋼筋混凝土造,85年1月24日,007
RPRNMLSKLHKFFBC87CA,38,109.48,住家用,加強磚造,66年1月7日,002,二層
RPTNMLSKLHKFFBC08CA,17,34.17,共用部份,鋼筋混凝土造,86年11月21日,021
RPUNMLSKLHKFFBC18CA,1,220.34,住家用,鋼筋混凝土造,102年9月5日,006,六層 見其他登記事項
RPUNMLSKLHKFFBC18CA,1,43.61,見其他登記事項,鋼筋混凝土造,102年9月5日,006
RPUNMLSKLHKFFBC18CA,1,46.95,見其他登記事項,鋼筋混凝土造,102年9月5日,006
RPUNMLSKLHKFFBC18CA,1,.12,住家用,鋼筋混凝土造,102年9月5日,006,一層
RPUNMLSKLHKFFBC18CA,1,65.65,見其他登記事項,鋼筋混凝土造,102年9月5日,006
RPUNMLSKLHKFFBC18CA,6,.02,住家用,鋼筋混凝土造,97年12月26日,006,六層
RPUNMLSKLHKFFBC18CA,6,.76,共用部份,鋼筋混凝土造,97年12月26日,006
RPUNMLSKLHKFFBC18CA,6,.01,見其他登記事項,鋼筋混凝土造,98年2月9日,006,地下一層
RPUNMLSKLHKFFBC18CA,6,.10,共用部份,鋼筋混凝土造,98年2月9日,006
RPRNMLKLLHKFFBC17CA,26,124.70,住家用,鋼筋混凝土造,78年5月24日,004,一層
RPUNMLTKLHKFFBC28CA,16,91.32,住家用,鋼筋混凝土造,88年1月14日,015,三層
RPUNMLTKLHKFFBC28CA,16,15.19,共用部份,鋼筋混凝土造,88年1月14日,015
RPUNMLTKLHKFFBC28CA,16,5.00,共用部份,鋼筋混凝土造,88年1月14日,015
RPUNMLTKLHKFFBC28CA,16,38.72,共用部份,鋼筋混凝土造,88年1月14日,015
RPUNMLTKLHKFFBC28CA,16,2.19,共用部份,鋼筋混凝土造,88年1月14日,016
RPUNMLTKLHKFFBC28CA,16,1.09,共用部份,鋼筋混凝土造,88年1月14日,016
RPWNMLSKLHKFFBC38CA,19,99.64,住家用,鋼筋混凝土造,85年5月13日,006,五層
RPWNMLSKLHKFFBC38CA,18,3.36,共用部份,鋼筋混凝土造,86年1月15日,005
RPWNMLSKLHKFFBC38CA,18,11.86,共用部份,鋼筋混凝土造,86年1月15日,005
RPQNMLPLLHKFFBC57CA,42,109.90,住家用,鋼筋混凝土加強磚造,61年12月19日,004,二層
RPWNMLLMLHKFFBC87CA,4,87.93,住家用,鋼筋混凝土造,99年12月22日,005,五層
RPWNMLLMLHKFFBC87CA,4,25.00,見其他登記事項,鋼筋混凝土造,99年12月22日,005
RPPNMLRLLHKFFCC77CA,25,91.15,住家用,鋼筋混凝土造,79年4月24日,005,五層
RPPNMLRLLHKFFCC77CA,25,7.38,共用部份,鋼筋混凝土造,79年4月24日,005
RPRNMLKMLHKFFCC37CA,1,69.32,見其他登記事項,鋼筋混凝土造,102年11月29日,007,四層
RPRNMLKMLHKFFCC37CA,1,25.59,見其他登記事項,鋼筋混凝土造,102年11月29日,007
RPOOMLKMLHKFFCC17CA,38,59.65,住家用,鋼筋混凝土加強磚造,66年2月9日,004,二層
RPTNMLNKMHKFFBC67CA,22,99.08,住家用,鋼筋混凝土造,82年6月18日,015,四層
RPTNMLNKMHKFFBC67CA,22,21.69,共用部份,鋼筋混凝土造,82年6月18日,015
RPPNMLKLLHKFFCC07CA,3,106.39,見其他登記事項,鋼筋混凝土造,101年6月13日,007,七層
RPPNMLKLLHKFFCC07CA,3,42.15,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPPNMLKLLHKFFCC07CA,3,17.38,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPPNMLKLLHKFFCC07CA,3,3.21,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPQNMLKLLHKFFCC17CA,19,120.48,住家用,鋼筋混凝土造,84年11月20日,006,六層
RPQNMLKLLHKFFCC17CA,19,24.40,共用部份,鋼筋混凝土造,84年11月20日,006
RPRNMLKLLHKFFCC27CA,16,55.14,商業用,鋼筋混凝土造,88年1月14日,013,一層
RPRNMLKLLHKFFCC27CA,16,2.48,共用部份,鋼筋混凝土造,88年1月14日,013
RPRNMLKLLHKFFCC27CA,16,9.61,共用部份,鋼筋混凝土造,88年1月14日,013
RPRNMLKLLHKFFCC27CA,16,44.29,共用部份,鋼筋混凝土造,88年1月14日,013
RPSNMLKLLHKFFCC37CA,20,67.29,住家用,鋼筋混凝土造,84年1月17日,005,三層
RPSNMLKLLHKFFCC37CA,20,12.47,共用部份,鋼筋混凝土造,84年1月17日,005
RPSNMLKLLHKFFCC37CA,20,2.91,見其他登記事項,鋼筋混凝土造,84年1月17日,004,一層 二層 三層 四層
RPOOMLNLLHKFFCC37CA,19,110.69,見其他登記事項,鋼筋混凝土造,85年7月18日,014,十三層
RPOOMLNLLHKFFCC37CA,19,17.53,共用部份,鋼筋混凝土造,85年7月18日,014
RPOOMLNLLHKFFCC37CA,19,33.28,共用部份,鋼筋混凝土造,85年7月18日,014
RPUNMLKKMHKFFCC57CA,21,111.98,住家用,鋼筋混凝土造,83年4月29日,007,五層
RPUNMLKKMHKFFCC57CA,21,6.03,共用部份,鋼筋混凝土造,83年4月29日,007
RPUNMLKKMHKFFCC57CA,21,14.51,共用部份,鋼筋混凝土造,83年4月29日,007
RPROMLOKMHKFFCC77CA,21,73.32,住家用,鋼筋混凝土造,83年6月10日,009,八層
RPROMLOKMHKFFCC77CA,21,10.50,共用部份,鋼筋混凝土造,83年6月10日,009
RPROMLOKMHKFFCC77CA,21,3.41,共用部份,鋼筋混凝土造,83年6月10日,009
RPUNMLOLLHKFFCC18EA,18,106.98,住家用,鋼筋混凝土造,85年9月30日,005,二層
RPUNMLOLLHKFFCC18EA,18,5.62,共用部份,鋼筋混凝土造,85年9月30日,005
RPUNMLOLLHKFFCC18EA,18,14.09,共用部份,鋼筋混凝土造,85年9月30日,005
RPUNMLOLLHKFFCC18EA,18,.16,見其他登記事項,鋼筋混凝土造,85年9月30日,005,地下層
RPUNMLOLLHKFFCC18EA,18,31.25,共用部份,鋼筋混凝土造,85年9月30日,005
RPSNMLSKLHKFFBC08DA,25,95.22,住家用,鋼筋混凝土造,79年6月1日,005,三層
RPSNMLSKLHKFFBC08DA,25,1.11,共用部份,鋼筋混凝土造,79年6月1日,005
RPSNMLSKLHKFFBC08DA,25,6.33,共用部份,鋼筋混凝土造,79年6月1日,005
RPPNMLLLLHKFFBC17DA,35,81.92,住家用,鋼筋混凝土造,68年11月16日,005,二層
RPWNMLTJMHKFFCC58CA,32,72.90,住家用,鋼筋混凝土造,71年9月15日,004,四層
RPROMLNLLHKFFCC67CA,31,112.00,住家用,鋼筋混凝土造,72年7月4日,005,三層
RPTOMLNLLHKFFCC87CA,18,66.20,住家用,鋼筋混凝土造,86年5月8日,011,一層
RPTOMLNLLHKFFCC87CA,18,1.44,共用部份,鋼筋混凝土造,86年5月8日,011
RPTOMLNLLHKFFCC87CA,18,10.09,共用部份,鋼筋混凝土造,86年5月8日,011
RPTOMLNLLHKFFCC87CA,18,.73,共用部份,鋼筋混凝土造,86年5月8日,011
RPVNMLPLLHKFFCC18CA,22,100.95,住家用,鋼筋混凝土造,82年1月20日,007,六層
RPVNMLPLLHKFFCC18CA,22,6.01,共用部份,鋼筋混凝土造,82年1月20日,007
RPVNMLPLLHKFFCC18CA,22,10.83,共用部份,鋼筋混凝土造,82年1月20日,007
RPQOMLKLLHKFFCC27CA,32,77.68,商業用,鋼筋混凝土造,71年12月4日,004,一層
RPROMLKLLHKFFCC37CA,31,87.43,住家用,鋼筋混凝土造,73年6月29日,005,二層
RPTOMLKLLHKFFCC57CA,16,61.49,住家用,鋼筋混凝土造,87年12月10日,012,十一層
RPTOMLKLLHKFFCC57CA,16,10.33,共用部份,鋼筋混凝土造,87年12月10日,012
RPTOMLKLLHKFFCC57CA,16,9.99,共用部份,鋼筋混凝土造,87年12月10日,012
RPUOMLKLLHKFFCC67CA,18,54.22,住家用,鋼筋混凝土造,86年7月18日,012,八層
RPUOMLKLLHKFFCC67CA,18,1.31,共用部份,鋼筋混凝土造,86年7月18日,004
RPUOMLKLLHKFFCC67CA,18,6.36,共用部份,鋼筋混凝土造,86年7月18日,012
RPUOMLKLLHKFFCC67CA,18,9.29,共用部份,鋼筋混凝土造,86年7月18日,012
RPTNMLNLLHKFFCC77CA,18,72.60,住家用,鋼筋混凝土造,86年5月8日,011,二層
RPTNMLNLLHKFFCC77CA,18,1.60,共用部份,鋼筋混凝土造,86年5月8日,011
RPTNMLNLLHKFFCC77CA,18,13.60,共用部份,鋼筋混凝土造,86年5月8日,011
RPTNMLNLLHKFFCC77CA,18,.81,共用部份,鋼筋混凝土造,86年5月8日,011
RPTNMLNLLHKFFCC77CA,18,31.15,共用部份,鋼筋混凝土造,86年5月8日,011
RPOOMLLMLHKFFBC17CA,41,57.43,住家用,鋼筋混凝土加強磚造,62年11月15日,004,一層
RPWNMLKMLHKFFBC77CA,21,113.30,住家用,鋼筋混凝土造,83年2月2日,007,六層
RPWNMLKMLHKFFBC77CA,21,39.55,共用部份,鋼筋混凝土造,83年2月2日,007
RPROMLMJMHKFFBC37CA,,357.51,見其他登記事項,鋼筋混凝土造,104年1月7日,004,二層 三層 四層 屋頂突出物 見其他登記事項 一層
RPSNMLTJMHKFFBC08CA,20,59.59,見其他登記事項,鋼筋混凝土造,84年6月10日,004,四層 夾層
RPSNMLTJMHKFFBC08CA,20,4.84,共用部份,鋼筋混凝土造,84年6月10日,004
RPSNMLTJMHKFFBC08CA,20,.88,共用部份,鋼筋混凝土造,84年6月10日,005
RPTNMLPLLHKFFBC87CA,33,88.52,住家用,鋼筋混凝土造,71年6月9日,005,五層
RPUNMLPLLHKFFBC97CA,18,76.76,住家用,鋼筋混凝土造,85年11月29日,023,九層
RPUNMLPLLHKFFBC97CA,18,10.41,共用部份,鋼筋混凝土造,85年11月29日,023
RPUNMLPLLHKFFBC97CA,18,4.16,共用部份,鋼筋混凝土造,85年11月29日,023
RPUNMLPLLHKFFBC97CA,18,6.25,共用部份,鋼筋混凝土造,85年11月29日,023
RPPNMLSLLHKFFBC77CA,17,30.16,住家用,鋼筋混凝土造,86年11月21日,018,九層
RPPNMLSLLHKFFBC77CA,17,6.83,共用部份,鋼筋混凝土造,86年11月21日,018
RPPNMLSLLHKFFBC77CA,17,2.62,共用部份,鋼筋混凝土造,86年11月21日,021
RPQNMLNLLHKFFBC37CA,8,192.30,見其他登記事項,鋼筋混凝土造,96年4月10日,003,一層 二層 三層 屋頂突出物
RPTNMLNLLHKFFBC67CA,16,45.95,共用部份,鋼筋混凝土造,88年1月14日,016
RPPNMLOLLHKFFBC37CA,19,44.42,住家用,鋼筋混凝土造,84年10月14日,005,二層
RPRNMLNLLHKFFCC57CA,3,105.55,見其他登記事項,鋼筋混凝土造,101年6月13日,007,四層
RPRNMLNLLHKFFCC57CA,3,38.30,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPRNMLNLLHKFFCC57CA,3,17.40,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPRNMLNLLHKFFCC57CA,3,3.18,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPQNMLOLLHKFFCC57CA,20,72.33,住家用,鋼筋混凝土造,84年5月12日,005,五層
RPQNMLOLLHKFFCC57CA,20,11.58,共用部份,鋼筋混凝土造,84年5月12日,005
RPQNMLRJMHKFFCC77CA,20,58.37,住家用,鋼筋混凝土造,84年8月8日,006,五層
RPQNMLRJMHKFFCC77CA,20,9.98,共用部份,鋼筋混凝土造,84年8月8日,006
RPQNMLRJMHKFFCC77CA,20,8.52,共用部份,鋼筋混凝土造,84年8月8日,006
RPOOMLQLLHKFFBC67DA,19,31.78,住家用,鋼筋混凝土造,85年4月26日,016,六層
RPOOMLQLLHKFFBC67DA,19,6.02,共用部份,鋼筋混凝土造,85年4月26日,016
RPOOMLQLLHKFFBC67DA,19,3.75,共用部份,鋼筋混凝土造,85年4月26日,016
RPPNMLNKMHKFFCC37CA,19,86.08,住家用,鋼筋混凝土造,85年2月17日,010,六層
RPPNMLNKMHKFFCC37CA,19,12.40,共用部份,鋼筋混凝土造,85年2月17日,010
RPPNMLNKMHKFFCC37CA,19,18.80,共用部份,鋼筋混凝土造,85年2月17日,010
RPRNMLOLLHKFFCC67CA,8,80.33,住家用,鋼筋混凝土造,96年1月31日,008,四層
RPRNMLOLLHKFFCC67CA,8,27.49,共用部份,鋼筋混凝土造,96年1月31日,008
RPRNMLOLLHKFFCC67CA,8,11.50,共用部份,鋼筋混凝土造,96年1月31日,008
RPRNMLOLLHKFFCC67CA,8,29.87,共用部份,鋼筋混凝土造,96年1月31日,008
RPTNMLOLLHKFFCC87CA,19,84.91,住家用,鋼筋混凝土造,85年5月3日,005,三層
RPTNMLOLLHKFFCC87CA,19,5.59,共用部份,鋼筋混凝土造,85年5月3日,005
RPTNMLOLLHKFFCC87CA,19,10.20,共用部份,鋼筋混凝土造,85年5月3日,005
RPPNMLPLLHKFFCC57CA,16,79.54,商業用,鋼筋混凝土造,88年1月14日,013,一層
RPPNMLPLLHKFFCC57CA,16,2.68,共用部份,鋼筋混凝土造,88年1月14日,013
RPPNMLPLLHKFFCC57CA,16,13.72,共用部份,鋼筋混凝土造,88年1月14日,013
RPPNMLPLLHKFFCC57CA,16,25.29,共用部份,鋼筋混凝土造,88年1月14日,013
RPUNMLPLLHKFFCC08CA,24,170.44,住家用,鋼筋混凝土造,80年2月5日,005,四層 五層
RPUNMLPLLHKFFCC08CA,24,19.23,共用部份,鋼筋混凝土造,80年2月5日,005
RPXNMLRLLHKFFCC58CA,16,51.66,住家用,鋼筋混凝土造,88年1月14日,012,八層
RPXNMLRLLHKFFCC58CA,16,10.46,共用部份,鋼筋混凝土造,88年1月14日,012
RPXNMLRLLHKFFCC58CA,16,36.37,共用部份,鋼筋混凝土造,88年1月14日,013
RPPNMLNJMHKFFCC27CA,30,121.68,住家用,鋼筋混凝土造,74年6月5日,002,一層 二層
RPTNMLOLLHKFFBC77CA,2,.06,住家用,鋼筋混凝土造,102年9月5日,006,一層
RPTNMLOLLHKFFBC77CA,2,32.82,見其他登記事項,鋼筋混凝土造,102年9月5日,006
RPXNMLOLLHKFFBC18CA,33,99.56,住家用,鋼筋混凝土造,71年5月5日,005,五層
RPSNMLNLLHKFFBC57CA,16,45.95,共用部份,鋼筋混凝土造,88年1月14日,016
RPRNMLQLLHKFFBC77CA,16,57.41,住家用,鋼筋混凝土造,88年1月14日,015,十一層
RPRNMLQLLHKFFBC77CA,16,8.47,共用部份,鋼筋混凝土造,88年1月14日,015
RPRNMLQLLHKFFBC77CA,16,3.09,共用部份,鋼筋混凝土造,88年1月14日,015
RPRNMLQLLHKFFBC77CA,16,1.41,共用部份,鋼筋混凝土造,88年1月14日,016
RPRNMLQLLHKFFBC77CA,16,.69,共用部份,鋼筋混凝土造,88年1月14日,016
RPSNMLQLLHKFFBC87CA,34,80.19,住家用,鋼筋混凝土造,70年7月18日,005,五層
RPWNMLPLLHKFFBC18CA,17,95.43,住家用,鋼筋混凝土造,86年11月21日,018,十二層
RPWNMLPLLHKFFBC18CA,17,14.06,共用部份,鋼筋混凝土造,86年11月21日,018
RPWNMLPLLHKFFBC18CA,17,8.58,共用部份,鋼筋混凝土造,86年11月21日,021
RPUNMLLJMHKFFBC47CA,2,196.63,住家用,鋼筋混凝土造,102年7月22日,018,七層
RPUNMLLJMHKFFBC47CA,2,82.68,見其他登記事項,鋼筋混凝土造,102年7月22日,018
RPUNMLLJMHKFFBC47CA,2,.04,見其他登記事項,鋼筋混凝土造,102年7月22日,018,一層
RPUNMLLJMHKFFBC47CA,2,21.00,見其他登記事項,鋼筋混凝土造,102年7月22日,018
RPPNMLKMLHKFFBC07CA,17,34.17,共用部份,鋼筋混凝土造,86年11月21日,021
RPRNMLKMLHKFFBC27CA,27,108.09,住家用,鋼筋混凝土造,77年6月6日,005,二層
RPRNMLKMLHKFFBC27CA,27,1.28,共用部份,鋼筋混凝土造,77年6月6日,005
RPRNMLKMLHKFFBC27CA,27,7.57,共用部份,鋼筋混凝土造,77年6月6日,005
RPTNMLKMLHKFFCC57CA,21,110.70,住家用,鋼筋混凝土造,82年10月23日,007,三層
RPTNMLKMLHKFFCC57CA,21,40.47,共用部份,鋼筋混凝土造,82年10月23日,007
RPRNMLLMLHKFFCC47CA,7,21.40,共用部份,鋼筋混凝土造,97年2月13日,004
RPRNMLLMLHKFFCC47CA,7,145.42,見其他登記事項,鋼筋混凝土造,97年2月13日,004,一層 二層 三層 四層 屋頂突出物
RPSNMLNKMHKFFCC67CA,35,79.10,住家用,鋼筋混凝土造,69年1月24日,004,三層
RPTNMLNKMHKFFCC77CA,35,79.10,住家用,鋼筋混凝土造,69年1月24日,004,三層
RPSNMLOJMHKFFCC67CA,6,59.36,見其他登記事項,鋼筋混凝土造,98年7月16日,011
RPSNMLOJMHKFFCC67CA,6,111.95,見其他登記事項,鋼筋混凝土造,98年7月16日,011,十一層
RPPOMLLJMHKFFBC17DA,24,57.85,住家用,鋼筋混凝土造,79年11月28日,005,四層
RPXNMLPLLHKFFCC58EA,44,27.75,住家用,加強磚造,60年6月12日,002,一層 二層
RPVNMLQLLHKFFBC28DA,18,30.34,見其他登記事項,鋼筋混凝土造,85年9月26日,007,二層
RPVNMLQLLHKFFBC28DA,18,6.31,共用部份,鋼筋混凝土造,85年9月26日,007
RPVNMLQLLHKFFBC28DA,18,2.38,共用部份,鋼筋混凝土造,85年9月26日,007
RPWNMLKLMHKFFCC08EA,47,82.20,住家用,加強磚造,57年7月15日,002,一層 二層
RPUOMLMLMHKFFCC97CA,28,199.50,住家用,鋼筋混凝土造,75年12月29日,002,一層 二層
RPRNMLTJMHKFFCC08CA,33,96.18,住家用,鋼筋混凝土造,70年12月23日,003,一層
RPUNMLLJMHKFFCC57CA,19,117.59,住家用,鋼筋混凝土造,85年7月18日,014,一層
RPUNMLLJMHKFFCC57CA,19,17.87,共用部份,鋼筋混凝土造,85年7月18日,014
RPUNMLLJMHKFFCC57CA,19,33.28,共用部份,鋼筋混凝土造,85年7月18日,014
RPPNMLQLLHKFFCC67CA,3,106.39,見其他登記事項,鋼筋混凝土造,101年6月13日,007,四層
RPPNMLQLLHKFFCC67CA,3,38.46,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPPNMLQLLHKFFCC67CA,3,17.38,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPPNMLQLLHKFFCC67CA,3,3.21,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPRNMLQLLHKFFCC87CA,52,19.39,住家用,加強磚造,52年1月1日,002,一層 二層
RPSNMLQLLHKFFCC97CA,3,106.39,見其他登記事項,鋼筋混凝土造,101年6月13日,007,二層
RPSNMLQLLHKFFCC97CA,3,42.11,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPSNMLQLLHKFFCC97CA,3,20.40,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPSNMLQLLHKFFCC97CA,3,3.21,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPTNMLQLLHKFFCC08CA,3,106.39,見其他登記事項,鋼筋混凝土造,101年6月13日,007,三層
RPTNMLQLLHKFFCC08CA,3,42.11,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPTNMLQLLHKFFCC08CA,3,20.40,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPTNMLQLLHKFFCC08CA,3,3.21,見其他登記事項,鋼筋混凝土造,101年6月13日,007
RPVNMLQLLHKFFCC28CA,18,74.36,住家用,鋼筋混凝土造,86年7月18日,015,十四層
RPVNMLQLLHKFFCC28CA,18,1.97,共用部份,鋼筋混凝土造,86年7月18日,004
RPVNMLQLLHKFFCC28CA,18,43.73,共用部份,鋼筋混凝土造,86年7月18日,015
RPVNMLQLLHKFFCC28CA,18,14.52,共用部份,鋼筋混凝土造,86年7月18日,015
